% Model,4x4.mph
% Version,COMSOL 5.4.0.295
% Date,"Aug 8 2020, 15:48"
% Dimension,3
% Nodes,834
% Expressions,301
% Description,Electric potential
% Length unit,m
% X,Y,Z,V (V) @ t=0,V (V) @ t=5E-5,V (V) @ t=1E-4,V (V) @ t=1.5E-4,V (V) @ t=2E-4,V (V) @ t=2.5E-4,V (V) @ t=3E-4,V (V) @ t=3.5E-4,V (V) @ t=4E-4,V (V) @ t=4.5E-4,V (V) @ t=5E-4,V (V) @ t=5.5E-4,V (V) @ t=6E-4,V (V) @ t=6.5E-4,V (V) @ t=7E-4,V (V) @ t=7.5E-4,V (V) @ t=8E-4,V (V) @ t=8.5E-4,V (V) @ t=9E-4,V (V) @ t=9.5E-4,V (V) @ t=0.001,V (V) @ t=0.00105,V (V) @ t=0.0011,V (V) @ t=0.00115,V (V) @ t=0.0012,V (V) @ t=0.00125,V (V) @ t=0.0013,V (V) @ t=0.00135,V (V) @ t=0.0014,V (V) @ t=0.00145,V (V) @ t=0.0015,V (V) @ t=0.00155,V (V) @ t=0.0016,V (V) @ t=0.00165,V (V) @ t=0.0017,V (V) @ t=0.00175,V (V) @ t=0.0018,V (V) @ t=0.00185,V (V) @ t=0.0019,V (V) @ t=0.00195,V (V) @ t=0.002,V (V) @ t=0.00205,V (V) @ t=0.0021,V (V) @ t=0.00215,V (V) @ t=0.0022,V (V) @ t=0.00225,V (V) @ t=0.0023,V (V) @ t=0.00235,V (V) @ t=0.0024,V (V) @ t=0.00245,V (V) @ t=0.0025,V (V) @ t=0.00255,V (V) @ t=0.0026,V (V) @ t=0.00265,V (V) @ t=0.0027,V (V) @ t=0.00275,V (V) @ t=0.0028,V (V) @ t=0.00285,V (V) @ t=0.0029,V (V) @ t=0.00295,V (V) @ t=0.003,V (V) @ t=0.00305,V (V) @ t=0.0031,V (V) @ t=0.00315,V (V) @ t=0.0032,V (V) @ t=0.00325,V (V) @ t=0.0033,V (V) @ t=0.00335,V (V) @ t=0.0034,V (V) @ t=0.00345,V (V) @ t=0.0035,V (V) @ t=0.00355,V (V) @ t=0.0036,V (V) @ t=0.00365,V (V) @ t=0.0037,V (V) @ t=0.00375,V (V) @ t=0.0038,V (V) @ t=0.00385,V (V) @ t=0.0039,V (V) @ t=0.00395,V (V) @ t=0.004,V (V) @ t=0.00405,V (V) @ t=0.0041,V (V) @ t=0.00415,V (V) @ t=0.0042,V (V) @ t=0.00425,V (V) @ t=0.0043,V (V) @ t=0.00435,V (V) @ t=0.0044,V (V) @ t=0.00445,V (V) @ t=0.0045,V (V) @ t=0.00455,V (V) @ t=0.0046,V (V) @ t=0.00465,V (V) @ t=0.0047,V (V) @ t=0.00475,V (V) @ t=0.0048,V (V) @ t=0.00485,V (V) @ t=0.0049,V (V) @ t=0.00495,V (V) @ t=0.005,V (V) @ t=0.00505,V (V) @ t=0.0051,V (V) @ t=0.00515,V (V) @ t=0.0052,V (V) @ t=0.00525,V (V) @ t=0.0053,V (V) @ t=0.00535,V (V) @ t=0.0054,V (V) @ t=0.00545,V (V) @ t=0.0055,V (V) @ t=0.00555,V (V) @ t=0.0056,V (V) @ t=0.00565,V (V) @ t=0.0057,V (V) @ t=0.00575,V (V) @ t=0.0058,V (V) @ t=0.00585,V (V) @ t=0.0059,V (V) @ t=0.00595,V (V) @ t=0.006,V (V) @ t=0.00605,V (V) @ t=0.0061,V (V) @ t=0.00615,V (V) @ t=0.0062,V (V) @ t=0.00625,V (V) @ t=0.0063,V (V) @ t=0.00635,V (V) @ t=0.0064,V (V) @ t=0.00645,V (V) @ t=0.0065,V (V) @ t=0.00655,V (V) @ t=0.0066,V (V) @ t=0.00665,V (V) @ t=0.0067,V (V) @ t=0.00675,V (V) @ t=0.0068,V (V) @ t=0.00685,V (V) @ t=0.0069,V (V) @ t=0.00695,V (V) @ t=0.007,V (V) @ t=0.00705,V (V) @ t=0.0071,V (V) @ t=0.00715,V (V) @ t=0.0072,V (V) @ t=0.00725,V (V) @ t=0.0073,V (V) @ t=0.00735,V (V) @ t=0.0074,V (V) @ t=0.00745,V (V) @ t=0.0075,V (V) @ t=0.00755,V (V) @ t=0.0076,V (V) @ t=0.00765,V (V) @ t=0.0077,V (V) @ t=0.00775,V (V) @ t=0.0078,V (V) @ t=0.00785,V (V) @ t=0.0079,V (V) @ t=0.00795,V (V) @ t=0.008,V (V) @ t=0.00805,V (V) @ t=0.0081,V (V) @ t=0.00815,V (V) @ t=0.0082,V (V) @ t=0.00825,V (V) @ t=0.0083,V (V) @ t=0.00835,V (V) @ t=0.0084,V (V) @ t=0.00845,V (V) @ t=0.0085,V (V) @ t=0.00855,V (V) @ t=0.0086,V (V) @ t=0.00865,V (V) @ t=0.0087,V (V) @ t=0.00875,V (V) @ t=0.0088,V (V) @ t=0.00885,V (V) @ t=0.0089,V (V) @ t=0.00895,V (V) @ t=0.009,V (V) @ t=0.00905,V (V) @ t=0.0091,V (V) @ t=0.00915,V (V) @ t=0.0092,V (V) @ t=0.00925,V (V) @ t=0.0093,V (V) @ t=0.00935,V (V) @ t=0.0094,V (V) @ t=0.00945,V (V) @ t=0.0095,V (V) @ t=0.00955,V (V) @ t=0.0096,V (V) @ t=0.00965,V (V) @ t=0.0097,V (V) @ t=0.00975,V (V) @ t=0.0098,V (V) @ t=0.00985,V (V) @ t=0.0099,V (V) @ t=0.00995,V (V) @ t=0.01,V (V) @ t=0.01005,V (V) @ t=0.0101,V (V) @ t=0.01015,V (V) @ t=0.0102,V (V) @ t=0.01025,V (V) @ t=0.0103,V (V) @ t=0.01035,V (V) @ t=0.0104,V (V) @ t=0.01045,V (V) @ t=0.0105,V (V) @ t=0.01055,V (V) @ t=0.0106,V (V) @ t=0.01065,V (V) @ t=0.0107,V (V) @ t=0.01075,V (V) @ t=0.0108,V (V) @ t=0.01085,V (V) @ t=0.0109,V (V) @ t=0.01095,V (V) @ t=0.011,V (V) @ t=0.01105,V (V) @ t=0.0111,V (V) @ t=0.01115,V (V) @ t=0.0112,V (V) @ t=0.01125,V (V) @ t=0.0113,V (V) @ t=0.01135,V (V) @ t=0.0114,V (V) @ t=0.01145,V (V) @ t=0.0115,V (V) @ t=0.01155,V (V) @ t=0.0116,V (V) @ t=0.01165,V (V) @ t=0.0117,V (V) @ t=0.01175,V (V) @ t=0.0118,V (V) @ t=0.01185,V (V) @ t=0.0119,V (V) @ t=0.01195,V (V) @ t=0.012,V (V) @ t=0.01205,V (V) @ t=0.0121,V (V) @ t=0.01215,V (V) @ t=0.0122,V (V) @ t=0.01225,V (V) @ t=0.0123,V (V) @ t=0.01235,V (V) @ t=0.0124,V (V) @ t=0.01245,V (V) @ t=0.0125,V (V) @ t=0.01255,V (V) @ t=0.0126,V (V) @ t=0.01265,V (V) @ t=0.0127,V (V) @ t=0.01275,V (V) @ t=0.0128,V (V) @ t=0.01285,V (V) @ t=0.0129,V (V) @ t=0.01295,V (V) @ t=0.013,V (V) @ t=0.01305,V (V) @ t=0.0131,V (V) @ t=0.01315,V (V) @ t=0.0132,V (V) @ t=0.01325,V (V) @ t=0.0133,V (V) @ t=0.01335,V (V) @ t=0.0134,V (V) @ t=0.01345,V (V) @ t=0.0135,V (V) @ t=0.01355,V (V) @ t=0.0136,V (V) @ t=0.01365,V (V) @ t=0.0137,V (V) @ t=0.01375,V (V) @ t=0.0138,V (V) @ t=0.01385,V (V) @ t=0.0139,V (V) @ t=0.01395,V (V) @ t=0.014,V (V) @ t=0.01405,V (V) @ t=0.0141,V (V) @ t=0.01415,V (V) @ t=0.0142,V (V) @ t=0.01425,V (V) @ t=0.0143,V (V) @ t=0.01435,V (V) @ t=0.0144,V (V) @ t=0.01445,V (V) @ t=0.0145,V (V) @ t=0.01455,V (V) @ t=0.0146,V (V) @ t=0.01465,V (V) @ t=0.0147,V (V) @ t=0.01475,V (V) @ t=0.0148,V (V) @ t=0.01485,V (V) @ t=0.0149,V (V) @ t=0.01495,V (V) @ t=0.015
2.7883E-6,8.3453E-6,3.2150E-5,-5.5086E-6,-3.9221E-5,-7.2927E-5,-1.1530E-4,-1.5370E-4,-1.8154E-4,-1.6713E-4,-1.5271E-4,-1.3829E-4,-1.2387E-4,-9.9726E-5,-6.0986E-5,-2.2245E-5,1.6495E-5,5.5236E-5,9.3423E-5,1.3124E-4,1.6773E-4,1.9886E-4,2.7120E-4,-0.0016808,-0.0084552,-0.014220,-0.018563,-0.022446,-0.026156,-0.029728,-0.033169,-0.036567,-0.039758,-0.042913,-0.046068,-0.049084,-0.052075,-0.055031,-0.057817,-0.060602,-0.063257,-0.065777,-0.068297,-0.070724,-0.073070,-0.075351,-0.077566,-0.079716,-0.081778,-0.083738,-0.085616,-0.087412,-0.089126,-0.090760,-0.092332,-0.093828,-0.095249,-0.096594,-0.097865,-0.099085,-0.10025,-0.10135,-0.10177,-0.089760,-0.076580,-0.067821,-0.060418,-0.053639,-0.047192,-0.041001,-0.035040,-0.029295,-0.023754,-0.018411,-0.013268,-0.0083256,-0.0035705,0.0010084,0.0054008,0.0096096,0.013700,0.017635,0.021416,0.025052,0.028546,0.031894,0.035135,0.038278,0.041307,0.044256,0.047127,0.049911,0.052592,0.055168,0.057644,0.060040,0.062353,0.064580,0.066760,0.068887,0.070912,0.072837,0.073590,0.070146,0.062047,0.058194,0.055592,0.053149,0.050795,0.048599,0.046569,0.044688,0.042807,0.041047,0.039337,0.037665,0.036142,0.034618,0.033220,0.031874,0.030536,0.029247,0.027986,0.026755,0.025553,0.024408,0.023401,0.022395,0.021431,0.020524,0.019616,0.018771,0.017957,0.017142,0.016387,0.015672,0.014992,0.014348,0.013740,0.013154,0.012574,0.012018,0.011485,0.010977,0.010493,0.010024,0.0095760,0.0091488,0.0087428,0.0083560,0.0079855,0.0076339,0.0073012,0.0069875,0.0066798,0.0063828,0.0060989,0.0058280,0.0055704,0.0053263,0.0050955,0.0048779,0.0046737,0.0044722,0.0042763,0.0040883,0.0039085,0.0037387,0.0035854,0.0034436,0.0033133,0.0031937,0.0030795,0.0029742,0.0028778,0.0027868,0.0026985,0.0026156,0.0025381,0.0024683,0.0024054,0.0023492,0.0022982,0.0022429,0.0021894,0.0021376,0.0020887,0.0020415,0.0019944,0.0019472,0.0018995,0.0018516,0.0018038,0.0017566,0.0017134,0.0016701,0.0016268,0.0015835,0.0015403,0.0014970,0.0014537,0.0013982,0.0013383,0.0012694,0.0012003,0.0011308,0.0010350,9.4610E-4,8.5686E-4,8.3102E-4,7.9199E-4,7.4342E-4,6.6357E-4,5.9715E-4,5.6145E-4,5.3224E-4,4.7306E-4,4.4282E-4,4.3010E-4,3.7215E-4,3.7958E-4,3.3060E-4,3.0295E-4,2.9741E-4,2.9636E-4,2.8652E-4,2.7581E-4,2.6529E-4,2.5519E-4,2.4548E-4,2.3659E-4,2.2771E-4,2.1902E-4,2.1109E-4,2.0317E-4,1.9540E-4,1.8833E-4,1.8126E-4,1.7424E-4,1.6759E-4,1.6114E-4,1.5487E-4,1.4879E-4,1.4291E-4,1.3722E-4,1.3176E-4,1.2650E-4,1.2145E-4,1.1660E-4,1.1195E-4,1.0749E-4,1.0313E-4,9.8930E-5,9.4902E-5,9.1043E-5,8.7353E-5,8.3832E-5,8.0480E-5,7.7206E-5,7.3998E-5,7.0918E-5,6.7967E-5,6.5145E-5,6.2451E-5,5.9886E-5,5.7445E-5,5.5018E-5,5.2692E-5,5.0467E-5,4.8343E-5,4.6321E-5,4.4399E-5,4.2578E-5,4.0803E-5,3.9061E-5,3.7394E-5,3.5802E-5,3.4285E-5,3.2844E-5,3.1477E-5,3.0186E-5,2.8925E-5,2.7722E-5,2.6576E-5,2.5484E-5,2.4444E-5,2.3455E-5,2.2515E-5,2.1621E-5,2.0768E-5,1.9948E-5,1.9164E-5,1.8414E-5,1.7695E-5,1.7006E-5,1.6343E-5,1.5705E-5,1.5088E-5,1.4503E-5,1.3949E-5,1.3418E-5,1.2908E-5,1.2416E-5,1.1942E-5
3.2863E-6,8.6458E-6,3.4350E-5,-5.5083E-6,-3.8863E-5,-7.1977E-5,-1.1355E-4,-1.5110E-4,-1.7826E-4,-1.6388E-4,-1.4950E-4,-1.3512E-4,-1.2074E-4,-9.6919E-5,-5.8923E-5,-2.0927E-5,1.7069E-5,5.5065E-5,9.2424E-5,1.2936E-4,1.6496E-4,1.9524E-4,2.6627E-4,-0.0016757,-0.0083806,-0.014045,-0.018280,-0.022057,-0.025663,-0.029132,-0.032473,-0.035774,-0.038875,-0.041939,-0.045004,-0.047934,-0.050840,-0.053712,-0.056417,-0.059123,-0.061701,-0.064147,-0.066594,-0.068950,-0.071227,-0.073440,-0.075590,-0.077676,-0.079678,-0.081579,-0.083400,-0.085142,-0.086804,-0.088389,-0.089913,-0.091364,-0.092742,-0.094046,-0.095278,-0.096461,-0.097588,-0.098652,-0.099054,-0.087107,-0.074115,-0.065555,-0.058350,-0.051766,-0.045508,-0.039500,-0.033716,-0.028141,-0.022763,-0.017579,-0.012588,-0.0077924,-0.0031785,0.0012643,0.0055260,0.0096094,0.013578,0.017397,0.021065,0.024593,0.027984,0.031232,0.034378,0.037427,0.040367,0.043229,0.046016,0.048719,0.051321,0.053822,0.056226,0.058551,0.060795,0.062956,0.065073,0.067138,0.069104,0.070971,0.071677,0.068228,0.060198,0.056431,0.053908,0.051540,0.049257,0.047128,0.045160,0.043337,0.041514,0.039808,0.038149,0.036528,0.035051,0.033574,0.032218,0.030913,0.029616,0.028366,0.027143,0.025949,0.024782,0.023671,0.022695,0.021718,0.020783,0.019903,0.019023,0.018203,0.017413,0.016622,0.015890,0.015197,0.014538,0.013914,0.013325,0.012757,0.012195,0.011656,0.011139,0.010646,0.010177,0.0097222,0.0092875,0.0088732,0.0084793,0.0081041,0.0077448,0.0074039,0.0070813,0.0067772,0.0064787,0.0061907,0.0059152,0.0056524,0.0054025,0.0051658,0.0049420,0.0047311,0.0045332,0.0043379,0.0041477,0.0039654,0.0037910,0.0036262,0.0034776,0.0033403,0.0032142,0.0030985,0.0029880,0.0028861,0.0027928,0.0027048,0.0026193,0.0025390,0.0024640,0.0023964,0.0023356,0.0022813,0.0022320,0.0021785,0.0021266,0.0020763,0.0020288,0.0019830,0.0019371,0.0018913,0.0018449,0.0017984,0.0017519,0.0017060,0.0016639,0.0016219,0.0015798,0.0015377,0.0014957,0.0014536,0.0014115,0.0013574,0.0012989,0.0012317,0.0011642,0.0010964,0.0010027,9.1594E-4,8.2884E-4,8.0481E-4,7.6725E-4,7.2014E-4,6.4197E-4,5.7723E-4,5.4297E-4,5.1507E-4,4.5725E-4,4.2827E-4,4.1647E-4,3.5959E-4,3.6778E-4,3.1967E-4,2.9290E-4,2.8807E-4,2.8742E-4,2.7795E-4,2.6758E-4,2.5737E-4,2.4758E-4,2.3816E-4,2.2954E-4,2.2091E-4,2.1249E-4,2.0480E-4,1.9710E-4,1.8957E-4,1.8271E-4,1.7586E-4,1.6905E-4,1.6259E-4,1.5633E-4,1.5025E-4,1.4435E-4,1.3865E-4,1.3313E-4,1.2783E-4,1.2273E-4,1.1783E-4,1.1312E-4,1.0861E-4,1.0429E-4,1.0005E-4,9.5979E-5,9.2071E-5,8.8327E-5,8.4748E-5,8.1332E-5,7.8080E-5,7.4903E-5,7.1791E-5,6.8803E-5,6.5940E-5,6.3202E-5,6.0588E-5,5.8099E-5,5.5731E-5,5.3377E-5,5.1120E-5,4.8962E-5,4.6901E-5,4.4939E-5,4.3074E-5,4.1308E-5,3.9586E-5,3.7896E-5,3.6278E-5,3.4734E-5,3.3262E-5,3.1864E-5,3.0538E-5,2.9285E-5,2.8062E-5,2.6895E-5,2.5783E-5,2.4724E-5,2.3715E-5,2.2756E-5,2.1843E-5,2.0976E-5,2.0148E-5,1.9353E-5,1.8592E-5,1.7864E-5,1.7167E-5,1.6498E-5,1.5856E-5,1.5236E-5,1.4638E-5,1.4070E-5,1.3533E-5,1.3018E-5,1.2523E-5,1.2046E-5,1.1586E-5
3.2203E-6,1.1265E-5,3.5650E-5,-5.5082E-6,-3.8653E-5,-7.1426E-5,-1.1254E-4,-1.4960E-4,-1.7637E-4,-1.6202E-4,-1.4767E-4,-1.3331E-4,-1.1896E-4,-9.5319E-5,-5.7751E-5,-2.0183E-5,1.7385E-5,5.4953E-5,9.1837E-5,1.2826E-4,1.6337E-4,1.9316E-4,2.6344E-4,-0.0016724,-0.0083367,-0.013942,-0.018117,-0.021832,-0.025379,-0.028790,-0.032075,-0.035320,-0.038368,-0.041382,-0.044395,-0.047276,-0.050133,-0.052957,-0.055617,-0.058277,-0.060812,-0.063216,-0.065621,-0.067936,-0.070174,-0.072350,-0.074462,-0.076512,-0.078479,-0.080346,-0.082136,-0.083847,-0.085480,-0.087036,-0.088533,-0.089958,-0.091312,-0.092593,-0.093802,-0.094964,-0.096071,-0.097116,-0.097503,-0.085596,-0.072713,-0.064268,-0.057177,-0.050704,-0.044553,-0.038649,-0.032965,-0.027486,-0.022202,-0.017108,-0.012204,-0.0074919,-0.0029585,0.0014069,0.0055942,0.0096063,0.013506,0.017258,0.020863,0.024330,0.027661,0.030853,0.033943,0.036940,0.039829,0.042641,0.045381,0.048038,0.050595,0.053053,0.055415,0.057700,0.059906,0.062029,0.064109,0.066140,0.068071,0.069906,0.070585,0.067135,0.059146,0.055428,0.052951,0.050625,0.048382,0.046291,0.044359,0.042569,0.040779,0.039103,0.037474,0.035881,0.034431,0.032980,0.031648,0.030366,0.029092,0.027864,0.026663,0.025490,0.024343,0.023252,0.022293,0.021333,0.020414,0.019550,0.018685,0.017880,0.017103,0.016327,0.015607,0.014926,0.014280,0.013667,0.013089,0.012531,0.011979,0.011450,0.010943,0.010458,0.0099966,0.0095503,0.0091233,0.0087163,0.0083294,0.0079608,0.0076079,0.0072730,0.0069562,0.0066575,0.0063643,0.0060813,0.0058107,0.0055525,0.0053069,0.0050745,0.0048547,0.0046476,0.0044532,0.0042614,0.0040746,0.0038955,0.0037241,0.0035622,0.0034163,0.0032815,0.0031578,0.0030444,0.0029359,0.0028359,0.0027445,0.0026581,0.0025742,0.0024954,0.0024218,0.0023555,0.0022959,0.0022426,0.0021943,0.0021418,0.0020908,0.0020414,0.0019947,0.0019496,0.0019045,0.0018595,0.0018138,0.0017680,0.0017223,0.0016771,0.0016358,0.0015944,0.0015530,0.0015116,0.0014703,0.0014289,0.0013875,0.0013342,0.0012765,0.0012102,0.0011436,0.0010768,9.8427E-4,8.9880E-4,8.1292E-4,7.8991E-4,7.5318E-4,7.0691E-4,6.2970E-4,5.6592E-4,5.3247E-4,5.0531E-4,4.4828E-4,4.2002E-4,4.0872E-4,3.5246E-4,3.6108E-4,3.1346E-4,2.8719E-4,2.8276E-4,2.8234E-4,2.7307E-4,2.6289E-4,2.5287E-4,2.4324E-4,2.3399E-4,2.2552E-4,2.1705E-4,2.0877E-4,2.0121E-4,1.9366E-4,1.8625E-4,1.7952E-4,1.7278E-4,1.6609E-4,1.5975E-4,1.5359E-4,1.4762E-4,1.4183E-4,1.3622E-4,1.3080E-4,1.2559E-4,1.2058E-4,1.1576E-4,1.1114E-4,1.0671E-4,1.0246E-4,9.8300E-5,9.4299E-5,9.0460E-5,8.6782E-5,8.3265E-5,7.9909E-5,7.6713E-5,7.3593E-5,7.0534E-5,6.7599E-5,6.4786E-5,6.2096E-5,5.9528E-5,5.7083E-5,5.4756E-5,5.2443E-5,5.0226E-5,4.8105E-5,4.6081E-5,4.4153E-5,4.2321E-5,4.0585E-5,3.8893E-5,3.7232E-5,3.5643E-5,3.4126E-5,3.2680E-5,3.1306E-5,3.0004E-5,2.8773E-5,2.7571E-5,2.6424E-5,2.5332E-5,2.4291E-5,2.3300E-5,2.2357E-5,2.1461E-5,2.0609E-5,1.9796E-5,1.9014E-5,1.8267E-5,1.7552E-5,1.6867E-5,1.6210E-5,1.5578E-5,1.4970E-5,1.4382E-5,1.3824E-5,1.3297E-5,1.2790E-5,1.2304E-5,1.1835E-5,1.1383E-5
2.6403E-6,1.2235E-5,3.7250E-5,-5.5080E-6,-3.8385E-5,-7.0716E-5,-1.1124E-4,-1.4765E-4,-1.7392E-4,-1.5959E-4,-1.4527E-4,-1.3094E-4,-1.1662E-4,-9.3219E-5,-5.6208E-5,-1.9197E-5,1.7815E-5,5.4826E-5,9.1090E-5,1.2686E-4,1.6130E-4,1.9045E-4,2.5975E-4,-0.0016686,-0.0082809,-0.013811,-0.017906,-0.021541,-0.025010,-0.028344,-0.031555,-0.034727,-0.037707,-0.040653,-0.043599,-0.046416,-0.049209,-0.051970,-0.054570,-0.057170,-0.059647,-0.061997,-0.064346,-0.066609,-0.068795,-0.070920,-0.072984,-0.074987,-0.076907,-0.078731,-0.080479,-0.082149,-0.083743,-0.085263,-0.086724,-0.088115,-0.089436,-0.090687,-0.091867,-0.093001,-0.094082,-0.095102,-0.095469,-0.083611,-0.070869,-0.062573,-0.055630,-0.049303,-0.043293,-0.037526,-0.031974,-0.026623,-0.021461,-0.016485,-0.011696,-0.0070930,-0.0026652,0.0015984,0.0056879,0.0096063,0.013415,0.017080,0.020601,0.023987,0.027241,0.030358,0.033376,0.036303,0.039125,0.041873,0.044550,0.047146,0.049645,0.052046,0.054354,0.056586,0.058741,0.060815,0.062847,0.064832,0.066719,0.068510,0.069154,0.065701,0.057763,0.054109,0.051691,0.049421,0.047232,0.045191,0.043305,0.041558,0.039811,0.038176,0.036585,0.035031,0.033615,0.032198,0.030898,0.029648,0.028404,0.027205,0.026032,0.024886,0.023767,0.022701,0.021764,0.020827,0.019930,0.019086,0.018241,0.017455,0.016696,0.015938,0.015236,0.014571,0.013940,0.013343,0.012779,0.012235,0.011696,0.011179,0.010684,0.010211,0.0097602,0.0093244,0.0089075,0.0085101,0.0081323,0.0077724,0.0074278,0.0071009,0.0067917,0.0065001,0.0062139,0.0059376,0.0056733,0.0054212,0.0051813,0.0049544,0.0047399,0.0045378,0.0043481,0.0041609,0.0039785,0.0038036,0.0036361,0.0034780,0.0033357,0.0032043,0.0030837,0.0029732,0.0028674,0.0027700,0.0026809,0.0025968,0.0025150,0.0024382,0.0023664,0.0023017,0.0022437,0.0021918,0.0021448,0.0020935,0.0020438,0.0019956,0.0019499,0.0019058,0.0018617,0.0018177,0.0017730,0.0017282,0.0016834,0.0016392,0.0015988,0.0015583,0.0015178,0.0014774,0.0014369,0.0013964,0.0013560,0.0013036,0.0012470,0.0011819,0.0011166,0.0010511,9.6007E-4,8.7624E-4,7.9196E-4,7.7030E-4,7.3468E-4,6.8949E-4,6.1354E-4,5.5102E-4,5.1864E-4,4.9247E-4,4.3645E-4,4.0914E-4,3.9852E-4,3.4307E-4,3.5226E-4,3.0528E-4,2.7967E-4,2.7577E-4,2.7566E-4,2.6666E-4,2.5673E-4,2.4694E-4,2.3755E-4,2.2851E-4,2.2024E-4,2.1197E-4,2.0388E-4,1.9650E-4,1.8912E-4,1.8189E-4,1.7531E-4,1.6873E-4,1.6220E-4,1.5601E-4,1.5000E-4,1.4416E-4,1.3851E-4,1.3303E-4,1.2774E-4,1.2265E-4,1.1776E-4,1.1305E-4,1.0854E-4,1.0421E-4,1.0006E-4,9.5999E-5,9.2092E-5,8.8343E-5,8.4750E-5,8.1316E-5,7.8038E-5,7.4918E-5,7.1870E-5,6.8883E-5,6.6017E-5,6.3269E-5,6.0642E-5,5.8135E-5,5.5747E-5,5.3474E-5,5.1215E-5,4.9050E-5,4.6979E-5,4.5002E-5,4.3119E-5,4.1330E-5,3.9635E-5,3.7983E-5,3.6361E-5,3.4809E-5,3.3327E-5,3.1915E-5,3.0573E-5,2.9302E-5,2.8099E-5,2.6925E-5,2.5806E-5,2.4739E-5,2.3722E-5,2.2755E-5,2.1834E-5,2.0959E-5,2.0126E-5,1.9333E-5,1.8569E-5,1.7839E-5,1.7141E-5,1.6472E-5,1.5830E-5,1.5213E-5,1.4619E-5,1.4045E-5,1.3501E-5,1.2985E-5,1.2491E-5,1.2016E-5,1.1558E-5,1.1117E-5
