% Model,COMSOL_plot_Vext.mph
% Version,COMSOL 5.4.0.295
% Date,"Jul 16 2020, 15:23"
% Dimension,2
% Nodes,40401
% Expressions,1
% Description,Electric potential
% Length unit,m
% R,Z,V (V)
2.3000E-5,9.2000E-5,0.0054618
2.4000E-5,9.2000E-5,0.0054387
2.5000E-5,9.2000E-5,0.0054147
2.6000E-5,9.2000E-5,0.0053900
2.7000E-5,9.2000E-5,0.0053645
2.8000E-5,9.2000E-5,0.0053383
2.9000E-5,9.2000E-5,0.0053115
3.0000E-5,9.2000E-5,0.0052839
3.1000E-5,9.2000E-5,0.0052557
3.2000E-5,9.2000E-5,0.0052268
3.3000E-5,9.2000E-5,0.0051974
3.4000E-5,9.2000E-5,0.0051674
3.5000E-5,9.2000E-5,0.0051368
3.6000E-5,9.2000E-5,0.0051057
3.7000E-5,9.2000E-5,0.0050740
3.8000E-5,9.2000E-5,0.0050419
3.9000E-5,9.2000E-5,0.0050093
4.0000E-5,9.2000E-5,0.0049763
4.1000E-5,9.2000E-5,0.0049429
4.2000E-5,9.2000E-5,0.0049091
4.3000E-5,9.2000E-5,0.0048749
4.4000E-5,9.2000E-5,0.0048403
4.5000E-5,9.2000E-5,0.0048055
4.6000E-5,9.2000E-5,0.0047703
4.7000E-5,9.2000E-5,0.0047348
4.8000E-5,9.2000E-5,0.0046991
4.9000E-5,9.2000E-5,0.0046632
5.0000E-5,9.2000E-5,0.0046270
5.1000E-5,9.2000E-5,0.0045906
5.2000E-5,9.2000E-5,0.0045541
5.3000E-5,9.2000E-5,0.0045174
5.4000E-5,9.2000E-5,0.0044806
5.5000E-5,9.2000E-5,0.0044436
5.6000E-5,9.2000E-5,0.0044065
5.7000E-5,9.2000E-5,0.0043694
5.8000E-5,9.2000E-5,0.0043322
5.9000E-5,9.2000E-5,0.0042949
6.0000E-5,9.2000E-5,0.0042576
6.1000E-5,9.2000E-5,0.0042202
6.2000E-5,9.2000E-5,0.0041829
6.3000E-5,9.2000E-5,0.0041456
6.4000E-5,9.2000E-5,0.0041083
6.5000E-5,9.2000E-5,0.0040710
6.6000E-5,9.2000E-5,0.0040338
6.7000E-5,9.2000E-5,0.0039966
6.8000E-5,9.2000E-5,0.0039596
6.9000E-5,9.2000E-5,0.0039226
7.0000E-5,9.2000E-5,0.0038857
7.1000E-5,9.2000E-5,0.0038489
7.2000E-5,9.2000E-5,0.0038122
7.3000E-5,9.2000E-5,0.0037757
7.4000E-5,9.2000E-5,0.0037393
7.5000E-5,9.2000E-5,0.0037030
7.6000E-5,9.2000E-5,0.0036669
7.7000E-5,9.2000E-5,0.0036310
7.8000E-5,9.2000E-5,0.0035953
7.9000E-5,9.2000E-5,0.0035597
8.0000E-5,9.2000E-5,0.0035243
8.1000E-5,9.2000E-5,0.0034891
8.2000E-5,9.2000E-5,0.0034541
8.3000E-5,9.2000E-5,0.0034194
8.4000E-5,9.2000E-5,0.0033848
8.5000E-5,9.2000E-5,0.0033504
8.6000E-5,9.2000E-5,0.0033163
8.7000E-5,9.2000E-5,0.0032824
8.8000E-5,9.2000E-5,0.0032488
8.9000E-5,9.2000E-5,0.0032153
9.0000E-5,9.2000E-5,0.0031822
9.1000E-5,9.2000E-5,0.0031492
9.2000E-5,9.2000E-5,0.0031165
9.3000E-5,9.2000E-5,0.0030841
9.4000E-5,9.2000E-5,0.0030519
9.5000E-5,9.2000E-5,0.0030200
9.6000E-5,9.2000E-5,0.0029883
9.7000E-5,9.2000E-5,0.0029569
9.8000E-5,9.2000E-5,0.0029258
9.9000E-5,9.2000E-5,0.0028949
1.0000E-4,9.2000E-5,0.0028643
1.0100E-4,9.2000E-5,0.0028339
1.0200E-4,9.2000E-5,0.0028038
1.0300E-4,9.2000E-5,0.0027740
1.0400E-4,9.2000E-5,0.0027445
1.0500E-4,9.2000E-5,0.0027152
1.0600E-4,9.2000E-5,0.0026862
1.0700E-4,9.2000E-5,0.0026575
1.0800E-4,9.2000E-5,0.0026290
1.0900E-4,9.2000E-5,0.0026008
1.1000E-4,9.2000E-5,0.0025729
1.1100E-4,9.2000E-5,0.0025453
1.1200E-4,9.2000E-5,0.0025179
1.1300E-4,9.2000E-5,0.0024908
1.1400E-4,9.2000E-5,0.0024640
1.1500E-4,9.2000E-5,0.0024374
1.1600E-4,9.2000E-5,0.0024111
1.1700E-4,9.2000E-5,0.0023851
1.1800E-4,9.2000E-5,0.0023594
1.1900E-4,9.2000E-5,0.0023339
1.2000E-4,9.2000E-5,0.0023087
1.2100E-4,9.2000E-5,0.0022837
1.2200E-4,9.2000E-5,0.0022590
1.2300E-4,9.2000E-5,0.0022345
1.2400E-4,9.2000E-5,0.0022104
1.2500E-4,9.2000E-5,0.0021864
1.2600E-4,9.2000E-5,0.0021628
1.2700E-4,9.2000E-5,0.0021394
1.2800E-4,9.2000E-5,0.0021162
1.2900E-4,9.2000E-5,0.0020933
1.3000E-4,9.2000E-5,0.0020706
1.3100E-4,9.2000E-5,0.0020482
1.3200E-4,9.2000E-5,0.0020261
1.3300E-4,9.2000E-5,0.0020041
1.3400E-4,9.2000E-5,0.0019824
1.3500E-4,9.2000E-5,0.0019610
1.3600E-4,9.2000E-5,0.0019398
1.3700E-4,9.2000E-5,0.0019189
1.3800E-4,9.2000E-5,0.0018982
1.3900E-4,9.2000E-5,0.0018776
1.4000E-4,9.2000E-5,0.0018574
1.4100E-4,9.2000E-5,0.0018374
1.4200E-4,9.2000E-5,0.0018176
1.4300E-4,9.2000E-5,0.0017980
1.4400E-4,9.2000E-5,0.0017786
1.4500E-4,9.2000E-5,0.0017595
1.4600E-4,9.2000E-5,0.0017406
1.4700E-4,9.2000E-5,0.0017219
1.4800E-4,9.2000E-5,0.0017034
1.4900E-4,9.2000E-5,0.0016852
1.5000E-4,9.2000E-5,0.0016671
1.5100E-4,9.2000E-5,0.0016492
1.5200E-4,9.2000E-5,0.0016316
1.5300E-4,9.2000E-5,0.0016141
1.5400E-4,9.2000E-5,0.0015969
1.5500E-4,9.2000E-5,0.0015798
1.5600E-4,9.2000E-5,0.0015630
1.5700E-4,9.2000E-5,0.0015463
1.5800E-4,9.2000E-5,0.0015299
1.5900E-4,9.2000E-5,0.0015136
1.6000E-4,9.2000E-5,0.0014976
1.6100E-4,9.2000E-5,0.0014817
1.6200E-4,9.2000E-5,0.0014660
1.6300E-4,9.2000E-5,0.0014505
1.6400E-4,9.2000E-5,0.0014352
1.6500E-4,9.2000E-5,0.0014201
1.6600E-4,9.2000E-5,0.0014052
1.6700E-4,9.2000E-5,0.0013904
1.6800E-4,9.2000E-5,0.0013757
1.6900E-4,9.2000E-5,0.0013612
1.7000E-4,9.2000E-5,0.0013470
1.7100E-4,9.2000E-5,0.0013330
1.7200E-4,9.2000E-5,0.0013191
1.7300E-4,9.2000E-5,0.0013053
1.7400E-4,9.2000E-5,0.0012917
1.7500E-4,9.2000E-5,0.0012782
1.7600E-4,9.2000E-5,0.0012648
1.7700E-4,9.2000E-5,0.0012516
1.7800E-4,9.2000E-5,0.0012386
1.7900E-4,9.2000E-5,0.0012257
1.8000E-4,9.2000E-5,0.0012130
1.8100E-4,9.2000E-5,0.0012005
1.8200E-4,9.2000E-5,0.0011881
1.8300E-4,9.2000E-5,0.0011759
1.8400E-4,9.2000E-5,0.0011639
1.8500E-4,9.2000E-5,0.0011520
1.8600E-4,9.2000E-5,0.0011403
1.8700E-4,9.2000E-5,0.0011287
1.8800E-4,9.2000E-5,0.0011172
1.8900E-4,9.2000E-5,0.0011059
1.9000E-4,9.2000E-5,0.0010946
1.9100E-4,9.2000E-5,0.0010835
1.9200E-4,9.2000E-5,0.0010725
1.9300E-4,9.2000E-5,0.0010616
1.9400E-4,9.2000E-5,0.0010509
1.9500E-4,9.2000E-5,0.0010403
1.9600E-4,9.2000E-5,0.0010297
1.9700E-4,9.2000E-5,0.0010193
1.9800E-4,9.2000E-5,0.0010091
1.9900E-4,9.2000E-5,9.9891E-4
2.0000E-4,9.2000E-5,9.8888E-4
0.0000,9.3000E-5,0.0056124
1.0000E-6,9.3000E-5,0.0056118
2.0000E-6,9.3000E-5,0.0056103
3.0000E-6,9.3000E-5,0.0056077
4.0000E-6,9.3000E-5,0.0056040
5.0000E-6,9.3000E-5,0.0055993
6.0000E-6,9.3000E-5,0.0055936
7.0000E-6,9.3000E-5,0.0055868
8.0000E-6,9.3000E-5,0.0055790
9.0000E-6,9.3000E-5,0.0055702
1.0000E-5,9.3000E-5,0.0055605
1.1000E-5,9.3000E-5,0.0055497
1.2000E-5,9.3000E-5,0.0055379
1.3000E-5,9.3000E-5,0.0055251
1.4000E-5,9.3000E-5,0.0055114
1.5000E-5,9.3000E-5,0.0054968
1.6000E-5,9.3000E-5,0.0054813
1.7000E-5,9.3000E-5,0.0054648
1.8000E-5,9.3000E-5,0.0054474
1.9000E-5,9.3000E-5,0.0054291
2.0000E-5,9.3000E-5,0.0054100
2.1000E-5,9.3000E-5,0.0053900
2.2000E-5,9.3000E-5,0.0053692
2.3000E-5,9.3000E-5,0.0053476
2.4000E-5,9.3000E-5,0.0053253
2.5000E-5,9.3000E-5,0.0053021
2.6000E-5,9.3000E-5,0.0052782
2.7000E-5,9.3000E-5,0.0052536
2.8000E-5,9.3000E-5,0.0052283
2.9000E-5,9.3000E-5,0.0052023
3.0000E-5,9.3000E-5,0.0051756
3.1000E-5,9.3000E-5,0.0051483
3.2000E-5,9.3000E-5,0.0051204
3.3000E-5,9.3000E-5,0.0050919
3.4000E-5,9.3000E-5,0.0050629
3.5000E-5,9.3000E-5,0.0050333
3.6000E-5,9.3000E-5,0.0050031
3.7000E-5,9.3000E-5,0.0049725
3.8000E-5,9.3000E-5,0.0049414
3.9000E-5,9.3000E-5,0.0049099
4.0000E-5,9.3000E-5,0.0048779
4.1000E-5,9.3000E-5,0.0048455
4.2000E-5,9.3000E-5,0.0048127
4.3000E-5,9.3000E-5,0.0047795
4.4000E-5,9.3000E-5,0.0047461
4.5000E-5,9.3000E-5,0.0047122
4.6000E-5,9.3000E-5,0.0046781
4.7000E-5,9.3000E-5,0.0046437
4.8000E-5,9.3000E-5,0.0046091
4.9000E-5,9.3000E-5,0.0045742
5.0000E-5,9.3000E-5,0.0045391
5.1000E-5,9.3000E-5,0.0045038
5.2000E-5,9.3000E-5,0.0044683
5.3000E-5,9.3000E-5,0.0044327
5.4000E-5,9.3000E-5,0.0043969
5.5000E-5,9.3000E-5,0.0043610
5.6000E-5,9.3000E-5,0.0043249
5.7000E-5,9.3000E-5,0.0042888
5.8000E-5,9.3000E-5,0.0042527
5.9000E-5,9.3000E-5,0.0042164
6.0000E-5,9.3000E-5,0.0041801
6.1000E-5,9.3000E-5,0.0041438
6.2000E-5,9.3000E-5,0.0041075
6.3000E-5,9.3000E-5,0.0040712
6.4000E-5,9.3000E-5,0.0040348
6.5000E-5,9.3000E-5,0.0039986
6.6000E-5,9.3000E-5,0.0039623
6.7000E-5,9.3000E-5,0.0039262
6.8000E-5,9.3000E-5,0.0038901
6.9000E-5,9.3000E-5,0.0038540
7.0000E-5,9.3000E-5,0.0038181
7.1000E-5,9.3000E-5,0.0037822
7.2000E-5,9.3000E-5,0.0037465
7.3000E-5,9.3000E-5,0.0037109
7.4000E-5,9.3000E-5,0.0036754
7.5000E-5,9.3000E-5,0.0036400
7.6000E-5,9.3000E-5,0.0036048
7.7000E-5,9.3000E-5,0.0035698
7.8000E-5,9.3000E-5,0.0035349
7.9000E-5,9.3000E-5,0.0035002
8.0000E-5,9.3000E-5,0.0034656
8.1000E-5,9.3000E-5,0.0034313
8.2000E-5,9.3000E-5,0.0033971
8.3000E-5,9.3000E-5,0.0033632
8.4000E-5,9.3000E-5,0.0033294
8.5000E-5,9.3000E-5,0.0032959
8.6000E-5,9.3000E-5,0.0032625
8.7000E-5,9.3000E-5,0.0032294
8.8000E-5,9.3000E-5,0.0031965
8.9000E-5,9.3000E-5,0.0031638
9.0000E-5,9.3000E-5,0.0031314
9.1000E-5,9.3000E-5,0.0030992
9.2000E-5,9.3000E-5,0.0030672
9.3000E-5,9.3000E-5,0.0030355
9.4000E-5,9.3000E-5,0.0030040
9.5000E-5,9.3000E-5,0.0029728
9.6000E-5,9.3000E-5,0.0029418
9.7000E-5,9.3000E-5,0.0029111
9.8000E-5,9.3000E-5,0.0028806
9.9000E-5,9.3000E-5,0.0028503
1.0000E-4,9.3000E-5,0.0028204
1.0100E-4,9.3000E-5,0.0027907
1.0200E-4,9.3000E-5,0.0027612
1.0300E-4,9.3000E-5,0.0027320
1.0400E-4,9.3000E-5,0.0027031
1.0500E-4,9.3000E-5,0.0026744
1.0600E-4,9.3000E-5,0.0026460
1.0700E-4,9.3000E-5,0.0026179
1.0800E-4,9.3000E-5,0.0025900
1.0900E-4,9.3000E-5,0.0025623
1.1000E-4,9.3000E-5,0.0025350
1.1100E-4,9.3000E-5,0.0025079
1.1200E-4,9.3000E-5,0.0024811
1.1300E-4,9.3000E-5,0.0024545
1.1400E-4,9.3000E-5,0.0024282
1.1500E-4,9.3000E-5,0.0024021
1.1600E-4,9.3000E-5,0.0023764
1.1700E-4,9.3000E-5,0.0023508
1.1800E-4,9.3000E-5,0.0023256
1.1900E-4,9.3000E-5,0.0023006
1.2000E-4,9.3000E-5,0.0022758
1.2100E-4,9.3000E-5,0.0022513
1.2200E-4,9.3000E-5,0.0022271
1.2300E-4,9.3000E-5,0.0022031
1.2400E-4,9.3000E-5,0.0021793
1.2500E-4,9.3000E-5,0.0021559
1.2600E-4,9.3000E-5,0.0021326
1.2700E-4,9.3000E-5,0.0021096
1.2800E-4,9.3000E-5,0.0020869
1.2900E-4,9.3000E-5,0.0020644
1.3000E-4,9.3000E-5,0.0020421
1.3100E-4,9.3000E-5,0.0020201
1.3200E-4,9.3000E-5,0.0019984
1.3300E-4,9.3000E-5,0.0019768
1.3400E-4,9.3000E-5,0.0019555
1.3500E-4,9.3000E-5,0.0019345
1.3600E-4,9.3000E-5,0.0019137
1.3700E-4,9.3000E-5,0.0018931
1.3800E-4,9.3000E-5,0.0018727
1.3900E-4,9.3000E-5,0.0018525
1.4000E-4,9.3000E-5,0.0018326
1.4100E-4,9.3000E-5,0.0018129
1.4200E-4,9.3000E-5,0.0017935
1.4300E-4,9.3000E-5,0.0017742
1.4400E-4,9.3000E-5,0.0017552
1.4500E-4,9.3000E-5,0.0017364
1.4600E-4,9.3000E-5,0.0017179
1.4700E-4,9.3000E-5,0.0016995
1.4800E-4,9.3000E-5,0.0016813
1.4900E-4,9.3000E-5,0.0016633
1.5000E-4,9.3000E-5,0.0016455
1.5100E-4,9.3000E-5,0.0016280
1.5200E-4,9.3000E-5,0.0016106
1.5300E-4,9.3000E-5,0.0015934
1.5400E-4,9.3000E-5,0.0015764
1.5500E-4,9.3000E-5,0.0015597
1.5600E-4,9.3000E-5,0.0015431
1.5700E-4,9.3000E-5,0.0015267
1.5800E-4,9.3000E-5,0.0015105
1.5900E-4,9.3000E-5,0.0014945
1.6000E-4,9.3000E-5,0.0014787
1.6100E-4,9.3000E-5,0.0014631
1.6200E-4,9.3000E-5,0.0014477
1.6300E-4,9.3000E-5,0.0014324
1.6400E-4,9.3000E-5,0.0014174
1.6500E-4,9.3000E-5,0.0014026
1.6600E-4,9.3000E-5,0.0013878
1.6700E-4,9.3000E-5,0.0013732
1.6800E-4,9.3000E-5,0.0013588
1.6900E-4,9.3000E-5,0.0013445
1.7000E-4,9.3000E-5,0.0013305
1.7100E-4,9.3000E-5,0.0013167
1.7200E-4,9.3000E-5,0.0013031
1.7300E-4,9.3000E-5,0.0012895
1.7400E-4,9.3000E-5,0.0012761
1.7500E-4,9.3000E-5,0.0012628
1.7600E-4,9.3000E-5,0.0012497
1.7700E-4,9.3000E-5,0.0012366
1.7800E-4,9.3000E-5,0.0012238
1.7900E-4,9.3000E-5,0.0012111
1.8000E-4,9.3000E-5,0.0011986
1.8100E-4,9.3000E-5,0.0011863
1.8200E-4,9.3000E-5,0.0011741
1.8300E-4,9.3000E-5,0.0011621
1.8400E-4,9.3000E-5,0.0011503
1.8500E-4,9.3000E-5,0.0011386
1.8600E-4,9.3000E-5,0.0011270
1.8700E-4,9.3000E-5,0.0011156
1.8800E-4,9.3000E-5,0.0011043
1.8900E-4,9.3000E-5,0.0010931
1.9000E-4,9.3000E-5,0.0010820
1.9100E-4,9.3000E-5,0.0010710
1.9200E-4,9.3000E-5,0.0010602
1.9300E-4,9.3000E-5,0.0010495
1.9400E-4,9.3000E-5,0.0010389
1.9500E-4,9.3000E-5,0.0010284
1.9600E-4,9.3000E-5,0.0010180
1.9700E-4,9.3000E-5,0.0010078
1.9800E-4,9.3000E-5,9.9768E-4
1.9900E-4,9.3000E-5,9.8769E-4
2.0000E-4,9.3000E-5,9.7781E-4
0.0000,9.4000E-5,0.0054908
1.0000E-6,9.4000E-5,0.0054903
2.0000E-6,9.4000E-5,0.0054888
3.0000E-6,9.4000E-5,0.0054863
4.0000E-6,9.4000E-5,0.0054828
5.0000E-6,9.4000E-5,0.0054782
6.0000E-6,9.4000E-5,0.0054727
7.0000E-6,9.4000E-5,0.0054662
8.0000E-6,9.4000E-5,0.0054587
9.0000E-6,9.4000E-5,0.0054502
1.0000E-5,9.4000E-5,0.0054407
1.1000E-5,9.4000E-5,0.0054303
1.2000E-5,9.4000E-5,0.0054189
1.3000E-5,9.4000E-5,0.0054067
1.4000E-5,9.4000E-5,0.0053934
1.5000E-5,9.4000E-5,0.0053793
1.6000E-5,9.4000E-5,0.0053643
1.7000E-5,9.4000E-5,0.0053483
1.8000E-5,9.4000E-5,0.0053316
1.9000E-5,9.4000E-5,0.0053139
2.0000E-5,9.4000E-5,0.0052954
2.1000E-5,9.4000E-5,0.0052762
2.2000E-5,9.4000E-5,0.0052561
2.3000E-5,9.4000E-5,0.0052352
2.4000E-5,9.4000E-5,0.0052136
2.5000E-5,9.4000E-5,0.0051912
2.6000E-5,9.4000E-5,0.0051681
2.7000E-5,9.4000E-5,0.0051443
2.8000E-5,9.4000E-5,0.0051198
2.9000E-5,9.4000E-5,0.0050947
3.0000E-5,9.4000E-5,0.0050689
3.1000E-5,9.4000E-5,0.0050425
3.2000E-5,9.4000E-5,0.0050155
3.3000E-5,9.4000E-5,0.0049879
3.4000E-5,9.4000E-5,0.0049598
3.5000E-5,9.4000E-5,0.0049311
3.6000E-5,9.4000E-5,0.0049020
3.7000E-5,9.4000E-5,0.0048723
3.8000E-5,9.4000E-5,0.0048422
3.9000E-5,9.4000E-5,0.0048116
4.0000E-5,9.4000E-5,0.0047806
4.1000E-5,9.4000E-5,0.0047492
4.2000E-5,9.4000E-5,0.0047175
4.3000E-5,9.4000E-5,0.0046853
4.4000E-5,9.4000E-5,0.0046529
4.5000E-5,9.4000E-5,0.0046201
4.6000E-5,9.4000E-5,0.0045870
4.7000E-5,9.4000E-5,0.0045536
4.8000E-5,9.4000E-5,0.0045200
4.9000E-5,9.4000E-5,0.0044861
5.0000E-5,9.4000E-5,0.0044521
5.1000E-5,9.4000E-5,0.0044178
5.2000E-5,9.4000E-5,0.0043834
5.3000E-5,9.4000E-5,0.0043487
5.4000E-5,9.4000E-5,0.0043140
5.5000E-5,9.4000E-5,0.0042791
5.6000E-5,9.4000E-5,0.0042441
5.7000E-5,9.4000E-5,0.0042090
5.8000E-5,9.4000E-5,0.0041738
5.9000E-5,9.4000E-5,0.0041386
6.0000E-5,9.4000E-5,0.0041033
6.1000E-5,9.4000E-5,0.0040680
6.2000E-5,9.4000E-5,0.0040326
6.3000E-5,9.4000E-5,0.0039973
6.4000E-5,9.4000E-5,0.0039620
6.5000E-5,9.4000E-5,0.0039267
6.6000E-5,9.4000E-5,0.0038914
6.7000E-5,9.4000E-5,0.0038562
6.8000E-5,9.4000E-5,0.0038210
6.9000E-5,9.4000E-5,0.0037859
7.0000E-5,9.4000E-5,0.0037509
7.1000E-5,9.4000E-5,0.0037159
7.2000E-5,9.4000E-5,0.0036811
7.3000E-5,9.4000E-5,0.0036464
7.4000E-5,9.4000E-5,0.0036118
7.5000E-5,9.4000E-5,0.0035773
7.6000E-5,9.4000E-5,0.0035430
7.7000E-5,9.4000E-5,0.0035088
7.8000E-5,9.4000E-5,0.0034748
7.9000E-5,9.4000E-5,0.0034409
8.0000E-5,9.4000E-5,0.0034072
8.1000E-5,9.4000E-5,0.0033737
8.2000E-5,9.4000E-5,0.0033403
8.3000E-5,9.4000E-5,0.0033072
8.4000E-5,9.4000E-5,0.0032742
8.5000E-5,9.4000E-5,0.0032415
8.6000E-5,9.4000E-5,0.0032089
8.7000E-5,9.4000E-5,0.0031765
8.8000E-5,9.4000E-5,0.0031444
8.9000E-5,9.4000E-5,0.0031125
9.0000E-5,9.4000E-5,0.0030808
9.1000E-5,9.4000E-5,0.0030493
9.2000E-5,9.4000E-5,0.0030180
9.3000E-5,9.4000E-5,0.0029870
9.4000E-5,9.4000E-5,0.0029562
9.5000E-5,9.4000E-5,0.0029257
9.6000E-5,9.4000E-5,0.0028954
9.7000E-5,9.4000E-5,0.0028653
9.8000E-5,9.4000E-5,0.0028355
9.9000E-5,9.4000E-5,0.0028059
1.0000E-4,9.4000E-5,0.0027765
1.0100E-4,9.4000E-5,0.0027475
1.0200E-4,9.4000E-5,0.0027186
1.0300E-4,9.4000E-5,0.0026900
1.0400E-4,9.4000E-5,0.0026617
1.0500E-4,9.4000E-5,0.0026336
1.0600E-4,9.4000E-5,0.0026058
1.0700E-4,9.4000E-5,0.0025782
1.0800E-4,9.4000E-5,0.0025509
1.0900E-4,9.4000E-5,0.0025238
1.1000E-4,9.4000E-5,0.0024970
1.1100E-4,9.4000E-5,0.0024705
1.1200E-4,9.4000E-5,0.0024442
1.1300E-4,9.4000E-5,0.0024181
1.1400E-4,9.4000E-5,0.0023924
1.1500E-4,9.4000E-5,0.0023668
1.1600E-4,9.4000E-5,0.0023415
1.1700E-4,9.4000E-5,0.0023165
1.1800E-4,9.4000E-5,0.0022917
1.1900E-4,9.4000E-5,0.0022672
1.2000E-4,9.4000E-5,0.0022429
1.2100E-4,9.4000E-5,0.0022189
1.2200E-4,9.4000E-5,0.0021951
1.2300E-4,9.4000E-5,0.0021716
1.2400E-4,9.4000E-5,0.0021483
1.2500E-4,9.4000E-5,0.0021252
1.2600E-4,9.4000E-5,0.0021024
1.2700E-4,9.4000E-5,0.0020799
1.2800E-4,9.4000E-5,0.0020575
1.2900E-4,9.4000E-5,0.0020354
1.3000E-4,9.4000E-5,0.0020136
1.3100E-4,9.4000E-5,0.0019920
1.3200E-4,9.4000E-5,0.0019706
1.3300E-4,9.4000E-5,0.0019495
1.3400E-4,9.4000E-5,0.0019286
1.3500E-4,9.4000E-5,0.0019079
1.3600E-4,9.4000E-5,0.0018874
1.3700E-4,9.4000E-5,0.0018672
1.3800E-4,9.4000E-5,0.0018472
1.3900E-4,9.4000E-5,0.0018274
1.4000E-4,9.4000E-5,0.0018078
1.4100E-4,9.4000E-5,0.0017884
1.4200E-4,9.4000E-5,0.0017693
1.4300E-4,9.4000E-5,0.0017504
1.4400E-4,9.4000E-5,0.0017317
1.4500E-4,9.4000E-5,0.0017133
1.4600E-4,9.4000E-5,0.0016950
1.4700E-4,9.4000E-5,0.0016770
1.4800E-4,9.4000E-5,0.0016591
1.4900E-4,9.4000E-5,0.0016414
1.5000E-4,9.4000E-5,0.0016239
1.5100E-4,9.4000E-5,0.0016066
1.5200E-4,9.4000E-5,0.0015895
1.5300E-4,9.4000E-5,0.0015726
1.5400E-4,9.4000E-5,0.0015559
1.5500E-4,9.4000E-5,0.0015395
1.5600E-4,9.4000E-5,0.0015232
1.5700E-4,9.4000E-5,0.0015070
1.5800E-4,9.4000E-5,0.0014911
1.5900E-4,9.4000E-5,0.0014754
1.6000E-4,9.4000E-5,0.0014598
1.6100E-4,9.4000E-5,0.0014445
1.6200E-4,9.4000E-5,0.0014293
1.6300E-4,9.4000E-5,0.0014143
1.6400E-4,9.4000E-5,0.0013995
1.6500E-4,9.4000E-5,0.0013849
1.6600E-4,9.4000E-5,0.0013704
1.6700E-4,9.4000E-5,0.0013560
1.6800E-4,9.4000E-5,0.0013418
1.6900E-4,9.4000E-5,0.0013277
1.7000E-4,9.4000E-5,0.0013140
1.7100E-4,9.4000E-5,0.0013004
1.7200E-4,9.4000E-5,0.0012870
1.7300E-4,9.4000E-5,0.0012736
1.7400E-4,9.4000E-5,0.0012604
1.7500E-4,9.4000E-5,0.0012474
1.7600E-4,9.4000E-5,0.0012344
1.7700E-4,9.4000E-5,0.0012216
1.7800E-4,9.4000E-5,0.0012090
1.7900E-4,9.4000E-5,0.0011965
1.8000E-4,9.4000E-5,0.0011841
1.8100E-4,9.4000E-5,0.0011720
1.8200E-4,9.4000E-5,0.0011600
1.8300E-4,9.4000E-5,0.0011482
1.8400E-4,9.4000E-5,0.0011365
1.8500E-4,9.4000E-5,0.0011250
1.8600E-4,9.4000E-5,0.0011136
1.8700E-4,9.4000E-5,0.0011024
1.8800E-4,9.4000E-5,0.0010912
1.8900E-4,9.4000E-5,0.0010802
1.9000E-4,9.4000E-5,0.0010692
1.9100E-4,9.4000E-5,0.0010584
1.9200E-4,9.4000E-5,0.0010478
1.9300E-4,9.4000E-5,0.0010372
1.9400E-4,9.4000E-5,0.0010268
1.9500E-4,9.4000E-5,0.0010164
1.9600E-4,9.4000E-5,0.0010063
1.9700E-4,9.4000E-5,9.9617E-4
1.9800E-4,9.4000E-5,9.8622E-4
1.9900E-4,9.4000E-5,9.7638E-4
2.0000E-4,9.4000E-5,9.6667E-4
0.0000,9.5000E-5,0.0053713
1.0000E-6,9.5000E-5,0.0053708
2.0000E-6,9.5000E-5,0.0053694
3.0000E-6,9.5000E-5,0.0053669
4.0000E-6,9.5000E-5,0.0053635
5.0000E-6,9.5000E-5,0.0053591
6.0000E-6,9.5000E-5,0.0053538
7.0000E-6,9.5000E-5,0.0053475
8.0000E-6,9.5000E-5,0.0053403
9.0000E-6,9.5000E-5,0.0053321
1.0000E-5,9.5000E-5,0.0053230
1.1000E-5,9.5000E-5,0.0053129
1.2000E-5,9.5000E-5,0.0053019
1.3000E-5,9.5000E-5,0.0052901
1.4000E-5,9.5000E-5,0.0052773
1.5000E-5,9.5000E-5,0.0052636
1.6000E-5,9.5000E-5,0.0052491
1.7000E-5,9.5000E-5,0.0052338
1.8000E-5,9.5000E-5,0.0052175
1.9000E-5,9.5000E-5,0.0052005
2.0000E-5,9.5000E-5,0.0051826
2.1000E-5,9.5000E-5,0.0051640
2.2000E-5,9.5000E-5,0.0051446
2.3000E-5,9.5000E-5,0.0051244
2.4000E-5,9.5000E-5,0.0051035
2.5000E-5,9.5000E-5,0.0050819
2.6000E-5,9.5000E-5,0.0050596
2.7000E-5,9.5000E-5,0.0050366
2.8000E-5,9.5000E-5,0.0050129
2.9000E-5,9.5000E-5,0.0049886
3.0000E-5,9.5000E-5,0.0049636
3.1000E-5,9.5000E-5,0.0049381
3.2000E-5,9.5000E-5,0.0049120
3.3000E-5,9.5000E-5,0.0048853
3.4000E-5,9.5000E-5,0.0048581
3.5000E-5,9.5000E-5,0.0048303
3.6000E-5,9.5000E-5,0.0048021
3.7000E-5,9.5000E-5,0.0047734
3.8000E-5,9.5000E-5,0.0047442
3.9000E-5,9.5000E-5,0.0047146
4.0000E-5,9.5000E-5,0.0046846
4.1000E-5,9.5000E-5,0.0046541
4.2000E-5,9.5000E-5,0.0046233
4.3000E-5,9.5000E-5,0.0045922
4.4000E-5,9.5000E-5,0.0045607
4.5000E-5,9.5000E-5,0.0045289
4.6000E-5,9.5000E-5,0.0044968
4.7000E-5,9.5000E-5,0.0044645
4.8000E-5,9.5000E-5,0.0044319
4.9000E-5,9.5000E-5,0.0043990
