% Model,COMSOL_plot_Vext.mph
% Version,COMSOL 5.4.0.295
% Date,"Jul 16 2020, 15:23"
% Dimension,2
% Nodes,40401
% Expressions,1
% Description,Electric potential
% Length unit,m
% R,Z,V (V)
1.1900E-4,6.3000E-5,0.0032595
1.2000E-4,6.3000E-5,0.0032195
1.2100E-4,6.3000E-5,0.0031801
1.2200E-4,6.3000E-5,0.0031412
1.2300E-4,6.3000E-5,0.0031028
1.2400E-4,6.3000E-5,0.0030649
1.2500E-4,6.3000E-5,0.0030276
1.2600E-4,6.3000E-5,0.0029907
1.2700E-4,6.3000E-5,0.0029544
1.2800E-4,6.3000E-5,0.0029185
1.2900E-4,6.3000E-5,0.0028832
1.3000E-4,6.3000E-5,0.0028483
1.3100E-4,6.3000E-5,0.0028139
1.3200E-4,6.3000E-5,0.0027800
1.3300E-4,6.3000E-5,0.0027465
1.3400E-4,6.3000E-5,0.0027135
1.3500E-4,6.3000E-5,0.0026809
1.3600E-4,6.3000E-5,0.0026487
1.3700E-4,6.3000E-5,0.0026171
1.3800E-4,6.3000E-5,0.0025858
1.3900E-4,6.3000E-5,0.0025550
1.4000E-4,6.3000E-5,0.0025246
1.4100E-4,6.3000E-5,0.0024945
1.4200E-4,6.3000E-5,0.0024649
1.4300E-4,6.3000E-5,0.0024357
1.4400E-4,6.3000E-5,0.0024069
1.4500E-4,6.3000E-5,0.0023784
1.4600E-4,6.3000E-5,0.0023503
1.4700E-4,6.3000E-5,0.0023226
1.4800E-4,6.3000E-5,0.0022953
1.4900E-4,6.3000E-5,0.0022684
1.5000E-4,6.3000E-5,0.0022418
1.5100E-4,6.3000E-5,0.0022155
1.5200E-4,6.3000E-5,0.0021897
1.5300E-4,6.3000E-5,0.0021642
1.5400E-4,6.3000E-5,0.0021390
1.5500E-4,6.3000E-5,0.0021143
1.5600E-4,6.3000E-5,0.0020898
1.5700E-4,6.3000E-5,0.0020656
1.5800E-4,6.3000E-5,0.0020418
1.5900E-4,6.3000E-5,0.0020182
1.6000E-4,6.3000E-5,0.0019948
1.6100E-4,6.3000E-5,0.0019718
1.6200E-4,6.3000E-5,0.0019491
1.6300E-4,6.3000E-5,0.0019268
1.6400E-4,6.3000E-5,0.0019047
1.6500E-4,6.3000E-5,0.0018830
1.6600E-4,6.3000E-5,0.0018616
1.6700E-4,6.3000E-5,0.0018404
1.6800E-4,6.3000E-5,0.0018196
1.6900E-4,6.3000E-5,0.0017991
1.7000E-4,6.3000E-5,0.0017788
1.7100E-4,6.3000E-5,0.0017587
1.7200E-4,6.3000E-5,0.0017389
1.7300E-4,6.3000E-5,0.0017193
1.7400E-4,6.3000E-5,0.0017000
1.7500E-4,6.3000E-5,0.0016809
1.7600E-4,6.3000E-5,0.0016621
1.7700E-4,6.3000E-5,0.0016434
1.7800E-4,6.3000E-5,0.0016251
1.7900E-4,6.3000E-5,0.0016070
1.8000E-4,6.3000E-5,0.0015892
1.8100E-4,6.3000E-5,0.0015716
1.8200E-4,6.3000E-5,0.0015542
1.8300E-4,6.3000E-5,0.0015370
1.8400E-4,6.3000E-5,0.0015201
1.8500E-4,6.3000E-5,0.0015033
1.8600E-4,6.3000E-5,0.0014868
1.8700E-4,6.3000E-5,0.0014705
1.8800E-4,6.3000E-5,0.0014544
1.8900E-4,6.3000E-5,0.0014385
1.9000E-4,6.3000E-5,0.0014228
1.9100E-4,6.3000E-5,0.0014073
1.9200E-4,6.3000E-5,0.0013920
1.9300E-4,6.3000E-5,0.0013769
1.9400E-4,6.3000E-5,0.0013620
1.9500E-4,6.3000E-5,0.0013473
1.9600E-4,6.3000E-5,0.0013327
1.9700E-4,6.3000E-5,0.0013184
1.9800E-4,6.3000E-5,0.0013042
1.9900E-4,6.3000E-5,0.0012902
2.0000E-4,6.3000E-5,0.0012764
0.0000,6.4000E-5,0.010478
1.0000E-6,6.4000E-5,0.010476
2.0000E-6,6.4000E-5,0.010471
3.0000E-6,6.4000E-5,0.010463
4.0000E-6,6.4000E-5,0.010452
5.0000E-6,6.4000E-5,0.010437
6.0000E-6,6.4000E-5,0.010419
7.0000E-6,6.4000E-5,0.010397
8.0000E-6,6.4000E-5,0.010373
9.0000E-6,6.4000E-5,0.010346
1.0000E-5,6.4000E-5,0.010315
1.1000E-5,6.4000E-5,0.010282
1.2000E-5,6.4000E-5,0.010245
1.3000E-5,6.4000E-5,0.010206
1.4000E-5,6.4000E-5,0.010164
1.5000E-5,6.4000E-5,0.010119
1.6000E-5,6.4000E-5,0.010071
1.7000E-5,6.4000E-5,0.010021
1.8000E-5,6.4000E-5,0.0099687
1.9000E-5,6.4000E-5,0.0099138
2.0000E-5,6.4000E-5,0.0098566
2.1000E-5,6.4000E-5,0.0097972
2.2000E-5,6.4000E-5,0.0097357
2.3000E-5,6.4000E-5,0.0096723
2.4000E-5,6.4000E-5,0.0096069
2.5000E-5,6.4000E-5,0.0095397
2.6000E-5,6.4000E-5,0.0094708
2.7000E-5,6.4000E-5,0.0094002
2.8000E-5,6.4000E-5,0.0093283
2.9000E-5,6.4000E-5,0.0092548
3.0000E-5,6.4000E-5,0.0091800
3.1000E-5,6.4000E-5,0.0091040
3.2000E-5,6.4000E-5,0.0090269
3.3000E-5,6.4000E-5,0.0089488
3.4000E-5,6.4000E-5,0.0088697
3.5000E-5,6.4000E-5,0.0087896
3.6000E-5,6.4000E-5,0.0087089
3.7000E-5,6.4000E-5,0.0086275
3.8000E-5,6.4000E-5,0.0085454
3.9000E-5,6.4000E-5,0.0084628
4.0000E-5,6.4000E-5,0.0083798
4.1000E-5,6.4000E-5,0.0082964
4.2000E-5,6.4000E-5,0.0082127
4.3000E-5,6.4000E-5,0.0081287
4.4000E-5,6.4000E-5,0.0080445
4.5000E-5,6.4000E-5,0.0079603
4.6000E-5,6.4000E-5,0.0078760
4.7000E-5,6.4000E-5,0.0077917
4.8000E-5,6.4000E-5,0.0077075
4.9000E-5,6.4000E-5,0.0076234
5.0000E-5,6.4000E-5,0.0075395
5.1000E-5,6.4000E-5,0.0074558
5.2000E-5,6.4000E-5,0.0073723
5.3000E-5,6.4000E-5,0.0072891
5.4000E-5,6.4000E-5,0.0072063
5.5000E-5,6.4000E-5,0.0071239
5.6000E-5,6.4000E-5,0.0070419
5.7000E-5,6.4000E-5,0.0069603
5.8000E-5,6.4000E-5,0.0068792
5.9000E-5,6.4000E-5,0.0067987
6.0000E-5,6.4000E-5,0.0067186
6.1000E-5,6.4000E-5,0.0066392
6.2000E-5,6.4000E-5,0.0065603
6.3000E-5,6.4000E-5,0.0064820
6.4000E-5,6.4000E-5,0.0064043
6.5000E-5,6.4000E-5,0.0063273
6.6000E-5,6.4000E-5,0.0062509
6.7000E-5,6.4000E-5,0.0061752
6.8000E-5,6.4000E-5,0.0061002
6.9000E-5,6.4000E-5,0.0060259
7.0000E-5,6.4000E-5,0.0059524
7.1000E-5,6.4000E-5,0.0058795
7.2000E-5,6.4000E-5,0.0058073
7.3000E-5,6.4000E-5,0.0057359
7.4000E-5,6.4000E-5,0.0056652
7.5000E-5,6.4000E-5,0.0055953
7.6000E-5,6.4000E-5,0.0055261
7.7000E-5,6.4000E-5,0.0054577
7.8000E-5,6.4000E-5,0.0053900
7.9000E-5,6.4000E-5,0.0053231
8.0000E-5,6.4000E-5,0.0052570
8.1000E-5,6.4000E-5,0.0051916
8.2000E-5,6.4000E-5,0.0051270
8.3000E-5,6.4000E-5,0.0050631
8.4000E-5,6.4000E-5,0.0050000
8.5000E-5,6.4000E-5,0.0049376
8.6000E-5,6.4000E-5,0.0048760
8.7000E-5,6.4000E-5,0.0048151
8.8000E-5,6.4000E-5,0.0047550
8.9000E-5,6.4000E-5,0.0046956
9.0000E-5,6.4000E-5,0.0046369
9.1000E-5,6.4000E-5,0.0045790
9.2000E-5,6.4000E-5,0.0045218
9.3000E-5,6.4000E-5,0.0044653
9.4000E-5,6.4000E-5,0.0044096
9.5000E-5,6.4000E-5,0.0043545
9.6000E-5,6.4000E-5,0.0043002
9.7000E-5,6.4000E-5,0.0042466
9.8000E-5,6.4000E-5,0.0041936
9.9000E-5,6.4000E-5,0.0041414
1.0000E-4,6.4000E-5,0.0040898
1.0100E-4,6.4000E-5,0.0040389
1.0200E-4,6.4000E-5,0.0039886
1.0300E-4,6.4000E-5,0.0039390
1.0400E-4,6.4000E-5,0.0038901
1.0500E-4,6.4000E-5,0.0038418
1.0600E-4,6.4000E-5,0.0037942
1.0700E-4,6.4000E-5,0.0037471
1.0800E-4,6.4000E-5,0.0037008
1.0900E-4,6.4000E-5,0.0036550
1.1000E-4,6.4000E-5,0.0036098
1.1100E-4,6.4000E-5,0.0035653
1.1200E-4,6.4000E-5,0.0035213
1.1300E-4,6.4000E-5,0.0034779
1.1400E-4,6.4000E-5,0.0034351
1.1500E-4,6.4000E-5,0.0033929
1.1600E-4,6.4000E-5,0.0033512
1.1700E-4,6.4000E-5,0.0033101
1.1800E-4,6.4000E-5,0.0032696
1.1900E-4,6.4000E-5,0.0032296
1.2000E-4,6.4000E-5,0.0031902
1.2100E-4,6.4000E-5,0.0031512
1.2200E-4,6.4000E-5,0.0031128
1.2300E-4,6.4000E-5,0.0030749
1.2400E-4,6.4000E-5,0.0030376
1.2500E-4,6.4000E-5,0.0030007
1.2600E-4,6.4000E-5,0.0029643
1.2700E-4,6.4000E-5,0.0029284
1.2800E-4,6.4000E-5,0.0028930
1.2900E-4,6.4000E-5,0.0028581
1.3000E-4,6.4000E-5,0.0028237
1.3100E-4,6.4000E-5,0.0027897
1.3200E-4,6.4000E-5,0.0027562
1.3300E-4,6.4000E-5,0.0027231
1.3400E-4,6.4000E-5,0.0026904
1.3500E-4,6.4000E-5,0.0026582
1.3600E-4,6.4000E-5,0.0026265
1.3700E-4,6.4000E-5,0.0025952
1.3800E-4,6.4000E-5,0.0025643
1.3900E-4,6.4000E-5,0.0025338
1.4000E-4,6.4000E-5,0.0025037
1.4100E-4,6.4000E-5,0.0024740
1.4200E-4,6.4000E-5,0.0024447
1.4300E-4,6.4000E-5,0.0024158
1.4400E-4,6.4000E-5,0.0023873
1.4500E-4,6.4000E-5,0.0023592
1.4600E-4,6.4000E-5,0.0023314
1.4700E-4,6.4000E-5,0.0023040
1.4800E-4,6.4000E-5,0.0022770
1.4900E-4,6.4000E-5,0.0022503
1.5000E-4,6.4000E-5,0.0022240
1.5100E-4,6.4000E-5,0.0021980
1.5200E-4,6.4000E-5,0.0021724
1.5300E-4,6.4000E-5,0.0021472
1.5400E-4,6.4000E-5,0.0021223
1.5500E-4,6.4000E-5,0.0020979
1.5600E-4,6.4000E-5,0.0020736
1.5700E-4,6.4000E-5,0.0020497
1.5800E-4,6.4000E-5,0.0020261
1.5900E-4,6.4000E-5,0.0020027
1.6000E-4,6.4000E-5,0.0019796
1.6100E-4,6.4000E-5,0.0019568
1.6200E-4,6.4000E-5,0.0019344
1.6300E-4,6.4000E-5,0.0019122
1.6400E-4,6.4000E-5,0.0018904
1.6500E-4,6.4000E-5,0.0018688
1.6600E-4,6.4000E-5,0.0018476
1.6700E-4,6.4000E-5,0.0018267
1.6800E-4,6.4000E-5,0.0018061
1.6900E-4,6.4000E-5,0.0017858
1.7000E-4,6.4000E-5,0.0017657
1.7100E-4,6.4000E-5,0.0017458
1.7200E-4,6.4000E-5,0.0017262
1.7300E-4,6.4000E-5,0.0017068
1.7400E-4,6.4000E-5,0.0016876
1.7500E-4,6.4000E-5,0.0016687
1.7600E-4,6.4000E-5,0.0016501
1.7700E-4,6.4000E-5,0.0016316
1.7800E-4,6.4000E-5,0.0016134
1.7900E-4,6.4000E-5,0.0015955
1.8000E-4,6.4000E-5,0.0015778
1.8100E-4,6.4000E-5,0.0015604
1.8200E-4,6.4000E-5,0.0015431
1.8300E-4,6.4000E-5,0.0015261
1.8400E-4,6.4000E-5,0.0015093
1.8500E-4,6.4000E-5,0.0014927
1.8600E-4,6.4000E-5,0.0014763
1.8700E-4,6.4000E-5,0.0014601
1.8800E-4,6.4000E-5,0.0014442
1.8900E-4,6.4000E-5,0.0014284
1.9000E-4,6.4000E-5,0.0014129
1.9100E-4,6.4000E-5,0.0013975
1.9200E-4,6.4000E-5,0.0013824
1.9300E-4,6.4000E-5,0.0013675
1.9400E-4,6.4000E-5,0.0013527
1.9500E-4,6.4000E-5,0.0013381
1.9600E-4,6.4000E-5,0.0013237
1.9700E-4,6.4000E-5,0.0013094
1.9800E-4,6.4000E-5,0.0012954
1.9900E-4,6.4000E-5,0.0012815
2.0000E-4,6.4000E-5,0.0012678
0.0000,6.5000E-5,0.010247
1.0000E-6,6.5000E-5,0.010246
2.0000E-6,6.5000E-5,0.010241
3.0000E-6,6.5000E-5,0.010233
4.0000E-6,6.5000E-5,0.010222
5.0000E-6,6.5000E-5,0.010208
6.0000E-6,6.5000E-5,0.010191
7.0000E-6,6.5000E-5,0.010170
8.0000E-6,6.5000E-5,0.010147
9.0000E-6,6.5000E-5,0.010121
1.0000E-5,6.5000E-5,0.010091
1.1000E-5,6.5000E-5,0.010059
1.2000E-5,6.5000E-5,0.010025
1.3000E-5,6.5000E-5,0.0099868
1.4000E-5,6.5000E-5,0.0099465
1.5000E-5,6.5000E-5,0.0099035
1.6000E-5,6.5000E-5,0.0098581
1.7000E-5,6.5000E-5,0.0098102
1.8000E-5,6.5000E-5,0.0097599
1.9000E-5,6.5000E-5,0.0097073
2.0000E-5,6.5000E-5,0.0096524
2.1000E-5,6.5000E-5,0.0095955
2.2000E-5,6.5000E-5,0.0095366
2.3000E-5,6.5000E-5,0.0094757
2.4000E-5,6.5000E-5,0.0094129
2.5000E-5,6.5000E-5,0.0093483
2.6000E-5,6.5000E-5,0.0092822
2.7000E-5,6.5000E-5,0.0092145
2.8000E-5,6.5000E-5,0.0091453
2.9000E-5,6.5000E-5,0.0090746
3.0000E-5,6.5000E-5,0.0090027
3.1000E-5,6.5000E-5,0.0089296
3.2000E-5,6.5000E-5,0.0088554
3.3000E-5,6.5000E-5,0.0087801
3.4000E-5,6.5000E-5,0.0087039
3.5000E-5,6.5000E-5,0.0086268
3.6000E-5,6.5000E-5,0.0085490
3.7000E-5,6.5000E-5,0.0084704
3.8000E-5,6.5000E-5,0.0083912
3.9000E-5,6.5000E-5,0.0083115
4.0000E-5,6.5000E-5,0.0082313
4.1000E-5,6.5000E-5,0.0081507
4.2000E-5,6.5000E-5,0.0080698
4.3000E-5,6.5000E-5,0.0079886
4.4000E-5,6.5000E-5,0.0079072
4.5000E-5,6.5000E-5,0.0078257
4.6000E-5,6.5000E-5,0.0077441
4.7000E-5,6.5000E-5,0.0076625
4.8000E-5,6.5000E-5,0.0075808
4.9000E-5,6.5000E-5,0.0074993
5.0000E-5,6.5000E-5,0.0074180
5.1000E-5,6.5000E-5,0.0073367
5.2000E-5,6.5000E-5,0.0072558
5.3000E-5,6.5000E-5,0.0071750
5.4000E-5,6.5000E-5,0.0070946
5.5000E-5,6.5000E-5,0.0070145
5.6000E-5,6.5000E-5,0.0069348
5.7000E-5,6.5000E-5,0.0068555
5.8000E-5,6.5000E-5,0.0067766
5.9000E-5,6.5000E-5,0.0066982
6.0000E-5,6.5000E-5,0.0066203
6.1000E-5,6.5000E-5,0.0065429
6.2000E-5,6.5000E-5,0.0064661
6.3000E-5,6.5000E-5,0.0063898
6.4000E-5,6.5000E-5,0.0063141
6.5000E-5,6.5000E-5,0.0062390
6.6000E-5,6.5000E-5,0.0061645
6.7000E-5,6.5000E-5,0.0060907
6.8000E-5,6.5000E-5,0.0060175
6.9000E-5,6.5000E-5,0.0059449
7.0000E-5,6.5000E-5,0.0058731
7.1000E-5,6.5000E-5,0.0058019
7.2000E-5,6.5000E-5,0.0057314
7.3000E-5,6.5000E-5,0.0056616
7.4000E-5,6.5000E-5,0.0055925
7.5000E-5,6.5000E-5,0.0055241
7.6000E-5,6.5000E-5,0.0054564
7.7000E-5,6.5000E-5,0.0053894
7.8000E-5,6.5000E-5,0.0053232
7.9000E-5,6.5000E-5,0.0052577
8.0000E-5,6.5000E-5,0.0051929
8.1000E-5,6.5000E-5,0.0051288
8.2000E-5,6.5000E-5,0.0050655
8.3000E-5,6.5000E-5,0.0050028
8.4000E-5,6.5000E-5,0.0049410
8.5000E-5,6.5000E-5,0.0048798
8.6000E-5,6.5000E-5,0.0048193
8.7000E-5,6.5000E-5,0.0047596
8.8000E-5,6.5000E-5,0.0047006
8.9000E-5,6.5000E-5,0.0046423
9.0000E-5,6.5000E-5,0.0045847
9.1000E-5,6.5000E-5,0.0045279
9.2000E-5,6.5000E-5,0.0044717
9.3000E-5,6.5000E-5,0.0044162
9.4000E-5,6.5000E-5,0.0043614
9.5000E-5,6.5000E-5,0.0043073
9.6000E-5,6.5000E-5,0.0042539
9.7000E-5,6.5000E-5,0.0042012
9.8000E-5,6.5000E-5,0.0041491
9.9000E-5,6.5000E-5,0.0040977
1.0000E-4,6.5000E-5,0.0040470
1.0100E-4,6.5000E-5,0.0039969
1.0200E-4,6.5000E-5,0.0039474
1.0300E-4,6.5000E-5,0.0038986
1.0400E-4,6.5000E-5,0.0038505
1.0500E-4,6.5000E-5,0.0038029
1.0600E-4,6.5000E-5,0.0037560
1.0700E-4,6.5000E-5,0.0037097
1.0800E-4,6.5000E-5,0.0036640
1.0900E-4,6.5000E-5,0.0036189
1.1000E-4,6.5000E-5,0.0035744
1.1100E-4,6.5000E-5,0.0035305
1.1200E-4,6.5000E-5,0.0034872
1.1300E-4,6.5000E-5,0.0034444
1.1400E-4,6.5000E-5,0.0034022
1.1500E-4,6.5000E-5,0.0033606
1.1600E-4,6.5000E-5,0.0033195
1.1700E-4,6.5000E-5,0.0032790
1.1800E-4,6.5000E-5,0.0032390
1.1900E-4,6.5000E-5,0.0031995
1.2000E-4,6.5000E-5,0.0031606
1.2100E-4,6.5000E-5,0.0031222
1.2200E-4,6.5000E-5,0.0030843
1.2300E-4,6.5000E-5,0.0030469
1.2400E-4,6.5000E-5,0.0030100
1.2500E-4,6.5000E-5,0.0029736
1.2600E-4,6.5000E-5,0.0029377
1.2700E-4,6.5000E-5,0.0029023
1.2800E-4,6.5000E-5,0.0028673
1.2900E-4,6.5000E-5,0.0028328
1.3000E-4,6.5000E-5,0.0027988
1.3100E-4,6.5000E-5,0.0027653
1.3200E-4,6.5000E-5,0.0027322
1.3300E-4,6.5000E-5,0.0026995
1.3400E-4,6.5000E-5,0.0026672
1.3500E-4,6.5000E-5,0.0026354
1.3600E-4,6.5000E-5,0.0026040
1.3700E-4,6.5000E-5,0.0025731
1.3800E-4,6.5000E-5,0.0025425
1.3900E-4,6.5000E-5,0.0025124
1.4000E-4,6.5000E-5,0.0024826
1.4100E-4,6.5000E-5,0.0024533
1.4200E-4,6.5000E-5,0.0024243
1.4300E-4,6.5000E-5,0.0023957
1.4400E-4,6.5000E-5,0.0023675
1.4500E-4,6.5000E-5,0.0023398
1.4600E-4,6.5000E-5,0.0023124
1.4700E-4,6.5000E-5,0.0022853
1.4800E-4,6.5000E-5,0.0022585
1.4900E-4,6.5000E-5,0.0022321
1.5000E-4,6.5000E-5,0.0022060
1.5100E-4,6.5000E-5,0.0021804
1.5200E-4,6.5000E-5,0.0021550
1.5300E-4,6.5000E-5,0.0021301
1.5400E-4,6.5000E-5,0.0021055
1.5500E-4,6.5000E-5,0.0020813
1.5600E-4,6.5000E-5,0.0020573
1.5700E-4,6.5000E-5,0.0020336
1.5800E-4,6.5000E-5,0.0020102
1.5900E-4,6.5000E-5,0.0019871
1.6000E-4,6.5000E-5,0.0019643
1.6100E-4,6.5000E-5,0.0019417
1.6200E-4,6.5000E-5,0.0019195
1.6300E-4,6.5000E-5,0.0018975
1.6400E-4,6.5000E-5,0.0018759
1.6500E-4,6.5000E-5,0.0018546
1.6600E-4,6.5000E-5,0.0018336
1.6700E-4,6.5000E-5,0.0018129
1.6800E-4,6.5000E-5,0.0017925
1.6900E-4,6.5000E-5,0.0017723
1.7000E-4,6.5000E-5,0.0017524
1.7100E-4,6.5000E-5,0.0017327
1.7200E-4,6.5000E-5,0.0017133
1.7300E-4,6.5000E-5,0.0016941
1.7400E-4,6.5000E-5,0.0016751
1.7500E-4,6.5000E-5,0.0016564
1.7600E-4,6.5000E-5,0.0016379
1.7700E-4,6.5000E-5,0.0016197
1.7800E-4,6.5000E-5,0.0016016
1.7900E-4,6.5000E-5,0.0015838
1.8000E-4,6.5000E-5,0.0015663
1.8100E-4,6.5000E-5,0.0015490
1.8200E-4,6.5000E-5,0.0015319
1.8300E-4,6.5000E-5,0.0015150
1.8400E-4,6.5000E-5,0.0014983
1.8500E-4,6.5000E-5,0.0014819
1.8600E-4,6.5000E-5,0.0014657
1.8700E-4,6.5000E-5,0.0014496
1.8800E-4,6.5000E-5,0.0014338
1.8900E-4,6.5000E-5,0.0014182
1.9000E-4,6.5000E-5,0.0014029
1.9100E-4,6.5000E-5,0.0013877
1.9200E-4,6.5000E-5,0.0013727
1.9300E-4,6.5000E-5,0.0013579
1.9400E-4,6.5000E-5,0.0013433
1.9500E-4,6.5000E-5,0.0013288
1.9600E-4,6.5000E-5,0.0013145
1.9700E-4,6.5000E-5,0.0013004
1.9800E-4,6.5000E-5,0.0012864
1.9900E-4,6.5000E-5,0.0012726
2.0000E-4,6.5000E-5,0.0012591
0.0000,6.6000E-5,0.010023
1.0000E-6,6.6000E-5,0.010021
2.0000E-6,6.6000E-5,0.010017
3.0000E-6,6.6000E-5,0.010009
4.0000E-6,6.6000E-5,0.0099987
5.0000E-6,6.6000E-5,0.0099852
6.0000E-6,6.6000E-5,0.0099687
7.0000E-6,6.6000E-5,0.0099493
8.0000E-6,6.6000E-5,0.0099269
9.0000E-6,6.6000E-5,0.0099018
1.0000E-5,6.6000E-5,0.0098738
1.1000E-5,6.6000E-5,0.0098432
1.2000E-5,6.6000E-5,0.0098097
1.3000E-5,6.6000E-5,0.0097737
1.4000E-5,6.6000E-5,0.0097351
1.5000E-5,6.6000E-5,0.0096940
1.6000E-5,6.6000E-5,0.0096504
1.7000E-5,6.6000E-5,0.0096045
1.8000E-5,6.6000E-5,0.0095562
1.9000E-5,6.6000E-5,0.0095058
2.0000E-5,6.6000E-5,0.0094533
2.1000E-5,6.6000E-5,0.0093987
2.2000E-5,6.6000E-5,0.0093420
2.3000E-5,6.6000E-5,0.0092835
2.4000E-5,6.6000E-5,0.0092233
2.5000E-5,6.6000E-5,0.0091614
2.6000E-5,6.6000E-5,0.0090978
2.7000E-5,6.6000E-5,0.0090327
2.8000E-5,6.6000E-5,0.0089661
2.9000E-5,6.6000E-5,0.0088982
3.0000E-5,6.6000E-5,0.0088291
3.1000E-5,6.6000E-5,0.0087587
3.2000E-5,6.6000E-5,0.0086871
3.3000E-5,6.6000E-5,0.0086146
3.4000E-5,6.6000E-5,0.0085412
3.5000E-5,6.6000E-5,0.0084669
3.6000E-5,6.6000E-5,0.0083919
3.7000E-5,6.6000E-5,0.0083160
3.8000E-5,6.6000E-5,0.0082396
3.9000E-5,6.6000E-5,0.0081627
4.0000E-5,6.6000E-5,0.0080852
4.1000E-5,6.6000E-5,0.0080073
4.2000E-5,6.6000E-5,0.0079291
4.3000E-5,6.6000E-5,0.0078506
4.4000E-5,6.6000E-5,0.0077719
4.5000E-5,6.6000E-5,0.0076930
4.6000E-5,6.6000E-5,0.0076139
4.7000E-5,6.6000E-5,0.0075349
4.8000E-5,6.6000E-5,0.0074558
4.9000E-5,6.6000E-5,0.0073768
5.0000E-5,6.6000E-5,0.0072979
5.1000E-5,6.6000E-5,0.0072191
5.2000E-5,6.6000E-5,0.0071405
5.3000E-5,6.6000E-5,0.0070621
5.4000E-5,6.6000E-5,0.0069840
5.5000E-5,6.6000E-5,0.0069062
5.6000E-5,6.6000E-5,0.0068287
5.7000E-5,6.6000E-5,0.0067516
5.8000E-5,6.6000E-5,0.0066749
5.9000E-5,6.6000E-5,0.0065986
6.0000E-5,6.6000E-5,0.0065228
6.1000E-5,6.6000E-5,0.0064474
6.2000E-5,6.6000E-5,0.0063726
6.3000E-5,6.6000E-5,0.0062983
6.4000E-5,6.6000E-5,0.0062245
6.5000E-5,6.6000E-5,0.0061513
6.6000E-5,6.6000E-5,0.0060786
6.7000E-5,6.6000E-5,0.0060066
6.8000E-5,6.6000E-5,0.0059351
6.9000E-5,6.6000E-5,0.0058643
7.0000E-5,6.6000E-5,0.0057941
7.1000E-5,6.6000E-5,0.0057246
7.2000E-5,6.6000E-5,0.0056557
7.3000E-5,6.6000E-5,0.0055875
7.4000E-5,6.6000E-5,0.0055199
7.5000E-5,6.6000E-5,0.0054530
7.6000E-5,6.6000E-5,0.0053868
7.7000E-5,6.6000E-5,0.0053213
7.8000E-5,6.6000E-5,0.0052564
7.9000E-5,6.6000E-5,0.0051923
8.0000E-5,6.6000E-5,0.0051288
8.1000E-5,6.6000E-5,0.0050661
8.2000E-5,6.6000E-5,0.0050040
8.3000E-5,6.6000E-5,0.0049426
8.4000E-5,6.6000E-5,0.0048820
8.5000E-5,6.6000E-5,0.0048220
8.6000E-5,6.6000E-5,0.0047627
8.7000E-5,6.6000E-5,0.0047041
8.8000E-5,6.6000E-5,0.0046462
8.9000E-5,6.6000E-5,0.0045890
9.0000E-5,6.6000E-5,0.0045325
9.1000E-5,6.6000E-5,0.0044766
9.2000E-5,6.6000E-5,0.0044215
9.3000E-5,6.6000E-5,0.0043670
9.4000E-5,6.6000E-5,0.0043132
9.5000E-5,6.6000E-5,0.0042600
9.6000E-5,6.6000E-5,0.0042075
9.7000E-5,6.6000E-5,0.0041557
9.8000E-5,6.6000E-5,0.0041045
9.9000E-5,6.6000E-5,0.0040539
1.0000E-4,6.6000E-5,0.0040040
1.0100E-4,6.6000E-5,0.0039547
1.0200E-4,6.6000E-5,0.0039061
1.0300E-4,6.6000E-5,0.0038581
1.0400E-4,6.6000E-5,0.0038107
1.0500E-4,6.6000E-5,0.0037639
1.0600E-4,6.6000E-5,0.0037177
1.0700E-4,6.6000E-5,0.0036721
1.0800E-4,6.6000E-5,0.0036271
1.0900E-4,6.6000E-5,0.0035827
1.1000E-4,6.6000E-5,0.0035388
1.1100E-4,6.6000E-5,0.0034956
1.1200E-4,6.6000E-5,0.0034529
1.1300E-4,6.6000E-5,0.0034107
1.1400E-4,6.6000E-5,0.0033691
1.1500E-4,6.6000E-5,0.0033281
1.1600E-4,6.6000E-5,0.0032876
1.1700E-4,6.6000E-5,0.0032476
1.1800E-4,6.6000E-5,0.0032082
1.1900E-4,6.6000E-5,0.0031693
1.2000E-4,6.6000E-5,0.0031308
1.2100E-4,6.6000E-5,0.0030930
1.2200E-4,6.6000E-5,0.0030556
1.2300E-4,6.6000E-5,0.0030187
1.2400E-4,6.6000E-5,0.0029823
1.2500E-4,6.6000E-5,0.0029463
1.2600E-4,6.6000E-5,0.0029109
1.2700E-4,6.6000E-5,0.0028759
1.2800E-4,6.6000E-5,0.0028414
1.2900E-4,6.6000E-5,0.0028074
1.3000E-4,6.6000E-5,0.0027738
1.3100E-4,6.6000E-5,0.0027406
1.3200E-4,6.6000E-5,0.0027079
1.3300E-4,6.6000E-5,0.0026757
1.3400E-4,6.6000E-5,0.0026438
1.3500E-4,6.6000E-5,0.0026123
1.3600E-4,6.6000E-5,0.0025813
1.3700E-4,6.6000E-5,0.0025508
1.3800E-4,6.6000E-5,0.0025206
1.3900E-4,6.6000E-5,0.0024908
1.4000E-4,6.6000E-5,0.0024614
1.4100E-4,6.6000E-5,0.0024323
1.4200E-4,6.6000E-5,0.0024037
1.4300E-4,6.6000E-5,0.0023755
1.4400E-4,6.6000E-5,0.0023476
1.4500E-4,6.6000E-5,0.0023202
1.4600E-4,6.6000E-5,0.0022931
1.4700E-4,6.6000E-5,0.0022663
1.4800E-4,6.6000E-5,0.0022398
