Stim,Time
0.028602536888353437,0.0
0.028602536888353437,0.001000031250976593
0.02860428823036521,0.002000062501953186
0.02866246573470322,0.003000093752929779
0.028719718919647686,0.004000125003906372
0.028762544027009087,0.005000156254882965
0.028796685396898287,0.006000187505859558
0.028743356017921787,0.007000218756836151
0.02869956172322435,0.008000250007812744
0.028725418391819017,0.009000281258789336
0.02874957236679402,0.01000031250976593
0.02876411674287852,0.011000343760742524
0.02880142856510125,0.012000375011719116
0.02894202420058773,0.013000406262695708
0.029076830677761387,0.014000437513672302
0.02918995360286307,0.015000468764648897
0.0292914009145638,0.016000500015625488
0.029356042586050467,0.01700053126660208
0.029415430231504787,0.018000562517578672
0.02946067940154843,0.019000593768555268
0.02950422587796647,0.02000062501953186
0.029543818901753536,0.02100065627050845
0.029597325364847632,0.022000687521485048
0.02967893547510103,0.02300071877246164
0.02977776711512552,0.024000750023438232
0.029907050458101832,0.025000781274414824
0.030080920049766487,0.026000812525391416
0.03032413433873658,0.027000843776368008
0.0305567919272558,0.028000875027344604
0.030774957568529264,0.0290009062783212
0.0309139479563989,0.030000937529297788
0.0309567730637603,0.03100096878027438
0.0310062143520498,0.032001000031250976
0.031062775814600638,0.03300103128222757
0.03103704852684609,0.03400106253320416
0.03093281383157234,0.03500109378418075
0.03085835195047798,0.036001125035157344
0.030809062675970868,0.037001156286133936
0.030751916686606838,0.038001187537110535
0.030688891056907325,0.039001218788087134
0.0305436496494802,0.04000125003906372
0.03034406848876361,0.04100128129004031
0.03011945773180815,0.0420013125410169
0.029880283547304487,0.043001343791993496
0.02962826618805475,0.044001375042970095
0.02936969950210212,0.04500140629394669
0.02915141368239952,0.04600143754492328
0.0289510245007849,0.04700146879589987
0.02879208374675951,0.048001500046876464
0.028649064048593763,0.049001531297853056
0.028570503466098168,0.05000156254882965
0.02851313398265226,0.05100159379980624
0.02844691049237515,0.05200162505078283
0.028378228716422038,0.05300165630175943
0.02835420616173802,0.054001687552736016
0.02834046980654561,0.055001718803712615
0.028341717155224138,0.056001750054689214
0.028345757259693537,0.0570017813056658
0.028422453733411,0.058001812556642385
0.028509719989918,0.05900184380761898
0.02859187816556303,0.060001875058595576
0.028673488275816436,0.061001906309572175
0.028694774383479,0.062001937560548774
0.02871174282224277,0.06300196881152535
0.028668776445531736,0.06400200006250195
0.028623527275491063,0.06500203131347855
0.0284795461995971,0.06600206256445514
0.02833472044241842,0.06700209381543172
0.0281820044935267,0.06800212506640832
0.02803132486274487,0.06900215631738492
0.02791658589585306,0.0700021875683615
0.027796164319575236,0.0710022188193381
0.02761355159762241,0.07200225007031469
0.0274416998695111,0.07300228132129129
0.027353625592109014,0.07400231257226789
0.02727532038878611,0.07500234382324447
0.02725511986644801,0.07600237507422107
0.0272498253498329,0.07700240632519766
0.02731527504221464,0.07800243757617425
0.02740249772409235,0.07900246882715084
0.0275746061744271,0.08000250007812744
0.02775901724527204,0.08100253132910404
0.0279836470536912,0.08200256258008062
0.02821639348272427,0.08300259383105722
0.0284717280850996,0.08400262508203381
0.028731345238008837,0.0850026563330104
0.02900122421646867,0.08600268758398699
0.02927162768226617,0.08700271883496359
0.02954312270251613,0.08800275008594019
0.029781662418507236,0.08900278133691678
0.02996023503599363,0.09000281258789337
0.030131346244094637,0.09100284383886996
0.03029052636013206,0.09200287508984656
0.0304114918234128,0.09300290634082314
0.03047855755758172,0.09400293759179974
0.03055820720739037,0.09500296884277633
0.03065355367283322,0.09600300009375293
0.030690936577416325,0.09700303134472953
0.03066427188792955,0.09800306259570613
0.030630667988226737,0.09900309384668272
0.03059026694354756,0.1000031250976593
0.030552893490081064,0.1010031563486359
0.030518148591658464,0.10200318759961248
0.03048523104213437,0.10300321885058908
0.030453718227283138,0.10400325010156566
0.03040969521551647,0.10500328135254226
0.03035717385743503,0.10600331260351886
0.0303445858628906,0.10700334385449543
0.03035589815540076,0.10800337510547203
0.0304313174348027,0.10900340635644863
0.03054040025543795,0.11000343760742523
