Time,Stim
0.0,0.012598725200888594
0.001000030274590536,0.012500557235092668
0.0020000605491810727,0.013169879350770842
0.003000090823771609,0.014755192739852829
0.004000121098362145,0.015712702630191557
0.00500015137295268,0.016653557937979197
0.006000181647543217,0.01820741151268602
0.007000211922133753,0.01887722465032657
0.008000242196724289,0.01868202850217307
0.009000272471314826,0.018699995083564302
0.01000030274590536,0.01868523447259136
0.011000333020495898,0.018550943470024863
0.012000363295086434,0.01873098359584305
0.01300039356967697,0.018726368515769712
0.014000423844267506,0.018167624786427517
0.015000454118858041,0.017859517553328316
0.016000484393448578,0.01738228961499375
0.017000514668039115,0.015681737923985133
0.01800054494262965,0.013432683730762094
0.019000575217220185,0.011367499335678582
0.02000060549181072,0.009688530259256662
0.02100063576640126,0.008341642311397309
0.022000666040991795,0.007174364790869069
0.02300069631558233,0.0060757192218113005
0.02400072659017287,0.005506382638723564
0.0250007568647634,0.006038256778794589
0.02600078713935394,0.0069513232902524355
0.027000817413944483,0.007744455066727005
0.028000847688535013,0.00861067625016372
0.02900087796312555,0.009646366897332705
0.030000908237716083,0.010784378687832158
0.03100093851230662,0.011757744202398722
0.03200096878689716,0.012592037547925695
0.033000999061487686,0.013534880337868144
0.03400102933607823,0.014725914070964932
0.03500105961066877,0.01596904892243954
0.0360010898852593,0.016723739307966362
0.03700112015984984,0.016850107806539037
0.03800115043444037,0.016498348618468155
0.039001180709030914,0.016031990648753824
0.04000121098362144,0.015735392467765213
0.04100124125821198,0.015680539232763656
0.04200127153280252,0.015441037034659147
0.043001301807393054,0.015175477362156953
0.04400133208198359,0.015789657399978476
0.045001362356574134,0.0169044668213711
0.04600139263116466,0.017823012596486467
0.0470014229057552,0.01849565862625704
0.04800145318034574,0.019052946136283687
0.04900148345493627,0.019712150313634654
0.0500015137295268,0.02073424084637641
0.051001544004117334,0.021660142366995226
0.05200157427870788,0.02139950316348346
0.05300160455329842,0.02121032027048185
0.05400163482788895,0.022413379171778682
0.05500166510247949,0.024084407885121874
0.056001695377070025,0.025581073441084252
0.05700172565166056,0.026718952864809683
0.0580017559262511,0.02733410222290114
0.05900178620084162,0.02752950608793448
0.060001816475432165,0.027715505469739502
0.0610018467500227,0.02803052863617206
0.06200187702461324,0.028393549856809107
0.06300190729920377,0.02856739814380237
0.06400193757379431,0.02887509821038825
0.06500196784838484,0.029867764014852013
0.06600199812297539,0.031209106574797082
0.06700202839756593,0.032467484767080904
0.06800205867215646,0.03344540929656382
0.06900208894674699,0.034425984093171616
0.07000211922133752,0.035674557770848755
0.07100214949592806,0.036928643110507066
0.0720021797705186,0.03762085250094208
0.07300221004510914,0.037429969819259966
0.07400224031969968,0.03771825885519943
0.07500227059429021,0.03911009121941516
0.07600230086888074,0.04074747386263386
0.07700233114347127,0.04197952082851311
0.07800236141806181,0.04232872432101712
0.07900239169265236,0.041450050942201576
0.08000242196724289,0.03983961698199588
0.08100245224183343,0.03840165938951618
0.08200248251642396,0.03711823976916797
0.0830025127910145,0.03575113125081048
0.08400254306560502,0.034194295116504306
0.08500257334019558,0.033172178459541436
0.08600260361478611,0.03334064553754297
0.08700263388937664,0.03436120730478425
0.08800266416396718,0.03569784148731183
0.08900269443855771,0.036916064443152964
0.09000272471314825,0.03817752057236299
0.09100275498773877,0.039585333828306604
0.09200278526232933,0.0408766270415987
0.09300281553691986,0.041091479832221035
0.0940028458115104,0.04023635684219242
0.09500287608610093,0.04097731551450788
0.09600290636069148,0.043413043060524466
0.097002936635282,0.04569500087259135
0.09800296690987254,0.04728191280049817
0.09900299718446308,0.04816806182267997
0.1000030274590536,0.0486293783762712
0.10100305773364417,0.0491736802531404
0.10200308800823467,0.049747161319090405
0.10300311828282524,0.04893565144274165
0.10400314855741576,0.046915052662441885
0.1050031788320063,0.04496546202173463
0.10600320910659684,0.04327035223561828
0.10700323938118736,0.04174033126108266
0.1080032696557779,0.04027653525388482
0.10900329993036843,0.03859619060260157
0.11000333020495898,0.0367404917953042
0.1110033604795495,0.035574248411084274
0.11200339075414004,0.034703628452634985
0.11300342102873058,0.032950042111578925
0.11400345130332112,0.030279631659909656
0.11500348157791165,0.027834062447688417
0.1160035118525022,0.027503989305245127
0.11700354212709273,0.028222022477167645
0.11800357240168324,0.02835838273606768
0.1190036026762738,0.02808780843813953
0.12000363295086433,0.02779494721499388
0.12100366322545487,0.027799229295674147
