4.4243601626016335e-07 4.439969647696491e-07 3.06e-05
3.684360162601631e-07 2.45399696476965e-06 3.4099999999999995e-05
6.433360162601632e-07 3.15399696476965e-06 3.6e-05
6.21336016260163e-07 3.493996964769651e-06 3.7399999999999994e-05
1.424360162601631e-07 2.703996964769651e-06 3.82e-05
9.443601626016306e-08 3.023996964769651e-06 3.9399999999999995e-05
-3.3456398373983674e-07 3.7639969647696504e-06 4.0799999999999996e-05
-9.765639837398367e-07 3.3339969647696507e-06 4.179999999999999e-05
-1.1265639837398372e-06 3.3339969647696507e-06 4.309999999999999e-05
-3.8563983739836936e-08 3.733996964769652e-06 4.45e-05
4.6143601626016303e-07 3.483996964769652e-06 4.609999999999999e-05
7.754360162601631e-07 2.9239969647696513e-06 4.759999999999999e-05
1.1034360162601633e-06 2.813996964769652e-06 4.9e-05
1.7434360162601629e-06 2.803996964769651e-06 5.059999999999999e-05
1.404436016260163e-06 2.5839969647696524e-06 5.2699999999999993e-05
1.241436016260163e-06 1.963996964769652e-06 5.4199999999999996e-05
1.475436016260163e-06 1.713996964769652e-06 5.59e-05
2.323436016260163e-06 1.3139969647696527e-06 5.76e-05
2.6634360162601628e-06 1.263996964769653e-06 5.9199999999999996e-05
2.6634360162601628e-06 8.839969647696534e-07 6.0899999999999996e-05
2.963436016260163e-06 4.839969647696531e-07 6.369999999999999e-05
3.913436016260163e-06 1.7139969647696535e-06 6.479999999999999e-05
4.013436016260163e-06 2.4839969647696546e-06 6.659999999999999e-05
3.463436016260163e-06 1.9039969647696543e-06 6.840000000000001e-05
3.8434360162601625e-06 6.439969647696542e-07 7.11e-05
1.101436016260163e-06 -1.3300030352303456e-06 7.259999999999999e-05
-4.865639837398368e-07 -3.4960030352303457e-06 7.159999999999999e-05
-2.8563983739836707e-08 -6.0860030352303455e-06 7.119999999999998e-05
-1.506563983739837e-06 -4.896003035230346e-06 7.01e-05
-5.956563983739837e-06 -4.4060030352303455e-06 6.61e-05
-9.366563983739836e-06 -4.866003035230345e-06 6.529999999999999e-05
-2.7765639837398372e-06 -5.016003035230345e-06 6.859999999999999e-05
-2.7765639837398372e-06 -2.9560030352303454e-06 6.74e-05
-6.165639837398368e-07 -4.1600303523034586e-07 7.01e-05
3.053436016260163e-06 -1.1270030352303456e-06 7.11e-05
4.653436016260163e-06 -1.4797030352303456e-06 6.829999999999999e-05
6.693436016260163e-06 3.4439969647696543e-06 7.09e-05
7.933436016260162e-06 6.313996964769654e-06 6.9e-05
6.453436016260163e-06 9.353996964769652e-06 6.85e-05
4.4534360162601626e-06 1.2053996964769652e-05 6.85e-05
3.033436016260163e-06 1.4553996964769655e-05 6.819999999999999e-05
1.4454360162601634e-06 1.6453996964769654e-05 6.85e-05
9.124360162601631e-07 3.333996964769654e-06 7.08e-05
2.323436016260163e-06 9.439969647696544e-07 6.809999999999999e-05
2.913436016260163e-06 -3.4060030352303457e-06 6.69e-05
3.083436016260163e-06 -6.156003035230346e-06 6.9e-05
3.3134360162601633e-06 -8.916003035230345e-06 6.859999999999999e-05
2.3334360162601634e-06 -1.1026003035230347e-05 6.64e-05
2.423436016260163e-06 -1.2446003035230347e-05 6.669999999999998e-05
1.262436016260163e-06 -4.166003035230345e-06 6.96e-05
4.823436016260162e-06 -4.466003035230345e-06 6.8e-05
1.6934360162601632e-06 -4.996003035230346e-06 6.68e-05
-7.465639837398371e-07 -6.566003035230346e-06 6.669999999999998e-05
-1.3563983739836581e-08 -9.056003035230344e-06 6.840000000000001e-05
-2.536563983739837e-06 -7.416003035230347e-06 6.54e-05
-3.025639837398367e-07 -5.866003035230347e-06 6.51e-05
8.654360162601629e-07 -5.016003035230347e-06 6.419999999999999e-05
2.043436016260163e-06 -7.176003035230345e-06 6.519999999999999e-05
2.513436016260163e-06 -3.626003035230346e-06 6.529999999999999e-05
-1.8556398373983672e-07 3.8399696476965394e-07 6.809999999999999e-05
-3.216563983739837e-06 -5.990030352303456e-07 6.79e-05
-2.696563983739837e-06 -1.6003035230345517e-08 7.01e-05
4.044360162601631e-07 -8.170030352303461e-07 6.659999999999999e-05
