comp 1 nodes 1 nodes_to_comp [(0,1,0);] xloc 0     yloc 0     zloc 30    dia 5.46  Cm 9.37e-13 Rm 2.48e-11
comp 2 nodes 1 nodes_to_comp [] xloc 0     yloc 0     zloc 22.5  dia 2.5   Cm 1.96e-13 Rm 5.17e-12
comp 3 nodes 1 nodes_to_comp [(0,1,1);] xloc 0     yloc 0     zloc 15    dia 6.3   Cm 1.25e-12 Rm 3.3e-11
comp 4 nodes 2 nodes_to_comp [(10,1,0);(10,1,1);] xloc 0     yloc 0.25  zloc -12.8 dia 7.24  Cm 1.65e-12 Rm 6.98e-11
comp 6 nodes 2 nodes_to_comp [(10,1,9);(10,1,10);] xloc 0.498 yloc -0.0505 zloc -15   dia 2.02  Cm 1.28e-13 Rm 5.42e-12
comp 8 nodes 5 nodes_to_comp [(10,1,11);(10,1,12);(10,1,13);(10,1,14);(10,1,15);] xloc 0.432 yloc -2.67 zloc -16.3 dia 1.7   Cm 9.1e-14 Rm 3.86e-12
comp 13 nodes 3 nodes_to_comp [(10,1,16);(10,1,17);(10,1,18);] xloc -0.148 yloc -3.64 zloc -17.9 dia 1.3   Cm 5.3e-14 Rm 2.24e-12
comp 16 nodes 3 nodes_to_comp [(10,1,19);(10,1,20);(10,1,21);] xloc -0.418 yloc -3.55 zloc -19.3 dia 1.47  Cm 6.75e-14 Rm 2.86e-12
comp 21 nodes 6 nodes_to_comp [(10,1,24);(10,1,25);(10,1,26);(10,1,27);(10,1,22);(10,1,23);] xloc -1.04 yloc -3.23 zloc -21.3 dia 1.84  Cm 1.06e-13 Rm 4.5e-12
comp 25 nodes 4 nodes_to_comp [(10,1,28);(10,1,29);(10,1,30);(10,1,31);] xloc -0.646 yloc -2.79 zloc -23.4 dia 1.43  Cm 6.41e-14 Rm 2.72e-12
comp 29 nodes 4 nodes_to_comp [(10,1,32);(10,1,33);(10,1,34);(10,1,35);] xloc -0.245 yloc -2.69 zloc -25.1 dia 1.4   Cm 6.18e-14 Rm 2.62e-12
comp 33 nodes 4 nodes_to_comp [(10,1,36);(10,1,37);(10,1,38);(10,1,39);] xloc -0.379 yloc -3.6  zloc -26.9 dia 1.51  Cm 7.16e-14 Rm 3.04e-12
comp 37 nodes 7 nodes_to_comp [(10,1,40);(10,1,41);(10,1,419);(10,1,42);(10,1,420);(10,1,43);(10,1,44);] xloc 0.359 yloc -3.53 zloc -28.8 dia 1.43  Cm 6.39e-14 Rm 2.71e-12
comp 42 nodes 12 nodes_to_comp [(10,1,45);(10,1,239);(10,1,240);(10,1,46);(10,1,241);(10,1,242);(10,1,1178);(10,1,1179);(10,1,47);(10,1,48);(10,1,49);(10,1,50);] xloc 1.13  yloc -2.61 zloc -30.5 dia 2.17  Cm 1.48e-13 Rm 6.28e-12
